id,entity_type,kg_node_code,kg_node_name,target_table,issue_type,reason,proposed_value,current_value,source,target_id,target_code,target_name
cf75c7e7281d54db91e04836ff6585d9,Sign,SIGN-CARD-7EC3D028771F,主动脉夹层体征,K_CLINICAL_SIGN_DICT,WRONG_TYPE_OR_COMPOSITE,疾病概括体征或表现，不是原子体征,"{""action"": ""reclassify_or_decompose""}",,,,,
e44e7d41d263554f81c816c7882a52a3,Sign,SIGN-CARD-B169155AB948,主动脉瓣反流体征,K_CLINICAL_SIGN_DICT,WRONG_TYPE_OR_COMPOSITE,疾病概括体征或表现，不是原子体征,"{""action"": ""reclassify_or_decompose""}",,,,,
39fa8706dfb55117a9b5de1f6d24daa1,Sign,SIGN-CARD-335EDA4A1635,主动脉瓣狭窄体征,K_CLINICAL_SIGN_DICT,WRONG_TYPE_OR_COMPOSITE,疾病概括体征或表现，不是原子体征,"{""action"": ""reclassify_or_decompose""}",,,,,
53d926248ad154e0a1082aaf65999cbf,Sign,SIGN-CARD-6ED622A23829,二尖瓣反流体征,K_CLINICAL_SIGN_DICT,WRONG_TYPE_OR_COMPOSITE,疾病概括体征或表现，不是原子体征,"{""action"": ""reclassify_or_decompose""}",,,,,
8aeefab9a7635a3e9b8aeeada502f9dc,Sign,SIGN-CARD-6AA156CF83ED,二尖瓣狭窄体征,K_CLINICAL_SIGN_DICT,WRONG_TYPE_OR_COMPOSITE,疾病概括体征或表现，不是原子体征,"{""action"": ""reclassify_or_decompose""}",,,,,
5dfd1a38e6cb5b81b8f5304a2a9255a5,Sign,SIGN-CARD-6ACCCADEAFEB,二度房室传导阻滞体征,K_CLINICAL_SIGN_DICT,WRONG_TYPE_OR_COMPOSITE,疾病概括体征或表现，不是原子体征,"{""action"": ""reclassify_or_decompose""}",,,,,
d0d2fab0ca3b57aa94c9a7f1dc17e25f,Sign,SIGN-CARD-1CAB37674011,先天性心脏病体征,K_CLINICAL_SIGN_DICT,WRONG_TYPE_OR_COMPOSITE,疾病概括体征或表现，不是原子体征,"{""action"": ""reclassify_or_decompose""}",,,,,
e96bd220905053ebbef749fc829036a1,Sign,SIGN-CARD-0EE4DEA9587D,先天性心脏病相关肺动脉高压体征,K_CLINICAL_SIGN_DICT,WRONG_TYPE_OR_COMPOSITE,疾病概括体征或表现，不是原子体征,"{""action"": ""reclassify_or_decompose""}",,,,,
0926fc06802a578cb7854f42c76553c3,Sign,SIGN-CARD-BCE0C13CAEF5,动脉导管未闭体征,K_CLINICAL_SIGN_DICT,WRONG_TYPE_OR_COMPOSITE,疾病概括体征或表现，不是原子体征,"{""action"": ""reclassify_or_decompose""}",,,,,
a15e7946511a5e519253a7bdea62c09f,Sign,SIGN-CARD-B37A3EB81ED2,动脉性肺动脉高压体征,K_CLINICAL_SIGN_DICT,WRONG_TYPE_OR_COMPOSITE,疾病概括体征或表现，不是原子体征,"{""action"": ""reclassify_or_decompose""}",,,,,
0830a71114a9565092d33baf63b8ff1f,Sign,SIGN-CARD-F215CD2C6184,卵圆孔未闭体征,K_CLINICAL_SIGN_DICT,WRONG_TYPE_OR_COMPOSITE,疾病概括体征或表现，不是原子体征,"{""action"": ""reclassify_or_decompose""}",,,,,
25e789a500fe5acf89700771e92a3d95,Sign,SIGN-CARD-E3B404FFF957,多瓣膜病体征,K_CLINICAL_SIGN_DICT,WRONG_TYPE_OR_COMPOSITE,疾病概括体征或表现，不是原子体征,"{""action"": ""reclassify_or_decompose""}",,,,,
f0b6f886ad1a589d8661b1fd06ae1b88,Sign,SIGN-CARD-CM-AMYLOID-LVH-LOW-VOLTAGE,室壁增厚与心电低电压不匹配,K_CLINICAL_SIGN_DICT,WRONG_TYPE_OR_COMPOSITE,复合体征，应拆分为原子项或规则,"{""action"": ""reclassify_or_decompose""}",,,,,
19719ab0347b5397900f497bb94ba5cb,Sign,SIGN-CARD-B6A5F5A925FF,室间隔缺损体征,K_CLINICAL_SIGN_DICT,WRONG_TYPE_OR_COMPOSITE,疾病概括体征或表现，不是原子体征,"{""action"": ""reclassify_or_decompose""}",,,,,
44fea8dfa80c5cae8d3dfea4a8d2718e,Sign,SIGN-CARD-87E6A7F32565,左心室肥厚,K_CLINICAL_SIGN_DICT,WRONG_TYPE_OR_COMPOSITE,更适合并发症、检查发现或临床规则，不注册为标准体征,"{""action"": ""reclassify_or_decompose""}",,,,,
a9a573747df85333a1aa9e880a3c6c8c,Sign,SIGN-CARD-5A56B306CD53,心包炎体征,K_CLINICAL_SIGN_DICT,WRONG_TYPE_OR_COMPOSITE,疾病概括体征或表现，不是原子体征,"{""action"": ""reclassify_or_decompose""}",,,,,
2ae2ac3d09c05ed69dbb0a00c13d04ec,Sign,SIGN-CARD-E826AD0DF329,心肌炎体征,K_CLINICAL_SIGN_DICT,WRONG_TYPE_OR_COMPOSITE,疾病概括体征或表现，不是原子体征,"{""action"": ""reclassify_or_decompose""}",,,,,
9ff2f073a4bd5ea8a89731fa5155ccc7,Sign,SIGN-CARD-86F5BDED564F,心脏瓣膜病体征,K_CLINICAL_SIGN_DICT,WRONG_TYPE_OR_COMPOSITE,疾病概括体征或表现，不是原子体征,"{""action"": ""reclassify_or_decompose""}",,,,,
84a59d9a5b4c51f6a2733973efa431af,Sign,SIGN-CARD-50CD8A1652EA,感染性心内膜炎体征,K_CLINICAL_SIGN_DICT,WRONG_TYPE_OR_COMPOSITE,疾病概括体征或表现，不是原子体征,"{""action"": ""reclassify_or_decompose""}",,,,,
612f55413f6750f0b21748917a04db23,Sign,SIGN-CARD-6896EFBC8929,慢性血栓栓塞性肺动脉高压体征,K_CLINICAL_SIGN_DICT,WRONG_TYPE_OR_COMPOSITE,疾病概括体征或表现，不是原子体征,"{""action"": ""reclassify_or_decompose""}",,,,,
de43e178ca445b11844e7116ad80b00d,Sign,SIGN-CARD-A8A3ACF49B99,房室传导阻滞体征,K_CLINICAL_SIGN_DICT,WRONG_TYPE_OR_COMPOSITE,疾病概括体征或表现，不是原子体征,"{""action"": ""reclassify_or_decompose""}",,,,,
e97c81516f3d5338afdb7b7e0d8dc7b3,Sign,SIGN-CARD-42C51CA09C2F,房间隔缺损体征,K_CLINICAL_SIGN_DICT,WRONG_TYPE_OR_COMPOSITE,疾病概括体征或表现，不是原子体征,"{""action"": ""reclassify_or_decompose""}",,,,,
80689026ee5d5152b31de99e9e680969,Sign,SIGN-CARD-C9C78F04261F,暴发性心肌炎体征,K_CLINICAL_SIGN_DICT,WRONG_TYPE_OR_COMPOSITE,疾病概括体征或表现，不是原子体征,"{""action"": ""reclassify_or_decompose""}",,,,,
199795d7cd3457fd92c42257802a467c,Sign,SIGN-CARD-62E55BA7DADE,束支传导阻滞体征,K_CLINICAL_SIGN_DICT,WRONG_TYPE_OR_COMPOSITE,疾病概括体征或表现，不是原子体征,"{""action"": ""reclassify_or_decompose""}",,,,,
7ae3d81854f351c28e7728c02c080316,Sign,SIGN-CARD-A832DDE85F1A,特发性肺动脉高压体征,K_CLINICAL_SIGN_DICT,WRONG_TYPE_OR_COMPOSITE,疾病概括体征或表现，不是原子体征,"{""action"": ""reclassify_or_decompose""}",,,,,
86cb113683085d09a77471ca5038055c,Sign,SIGN-CARD-REQ-555D4E5CFAA7,短QT间期综合征相关临床体征,K_CLINICAL_SIGN_DICT,WRONG_TYPE_OR_COMPOSITE,疾病概括体征或表现，不是原子体征,"{""action"": ""reclassify_or_decompose""}",,,,,
190e882e1a16591d976791ecc69a49d8,Sign,SIGN-CARD-F10C32C93E92,窦房结功能障碍体征,K_CLINICAL_SIGN_DICT,WRONG_TYPE_OR_COMPOSITE,疾病概括体征或表现，不是原子体征,"{""action"": ""reclassify_or_decompose""}",,,,,
1fb297ca1eb1514ba07ee0612ca068fc,Sign,SIGN-CARD-B4FED240FB6C,结缔组织病相关肺动脉高压体征,K_CLINICAL_SIGN_DICT,WRONG_TYPE_OR_COMPOSITE,疾病概括体征或表现，不是原子体征,"{""action"": ""reclassify_or_decompose""}",,,,,
afd096c6ced4553dbf1e018504396b7c,Sign,SIGN-CARD-DB1CC6A9B67B,肺动脉瓣狭窄体征,K_CLINICAL_SIGN_DICT,WRONG_TYPE_OR_COMPOSITE,疾病概括体征或表现，不是原子体征,"{""action"": ""reclassify_or_decompose""}",,,,,
72142987be6f59c5a96b90265981f3fb,Sign,SIGN-CARD-C9FA2CD0D241,肺动脉高压体征,K_CLINICAL_SIGN_DICT,WRONG_TYPE_OR_COMPOSITE,疾病概括体征或表现，不是原子体征,"{""action"": ""reclassify_or_decompose""}",,,,,
785909126fd8502bbc651e04ccd3dbf3,Sign,SIGN-CARD-AAS-PULSE-BP-DIFFERENTIAL,脉搏缺失或双上肢收缩压差,K_CLINICAL_SIGN_DICT,WRONG_TYPE_OR_COMPOSITE,复合体征，应拆分为原子项或规则,"{""action"": ""reclassify_or_decompose""}",,,,,
7ad54bec3d66504cb84250929f4fd30a,Sign,SIGN-CARD-70CCDF26928B,腹主动脉瘤体征,K_CLINICAL_SIGN_DICT,WRONG_TYPE_OR_COMPOSITE,疾病概括体征或表现，不是原子体征,"{""action"": ""reclassify_or_decompose""}",,,,,
8c6ce7b64fc15aed8e241ce8263ebf21,Sign,SIGN-CARD-2772E689A2C1,血脂异常体征,K_CLINICAL_SIGN_DICT,WRONG_TYPE_OR_COMPOSITE,疾病概括体征或表现，不是原子体征,"{""action"": ""reclassify_or_decompose""}",,,,,
8efed3e03ccc568ca27012a00cead53d,Sign,SIGN-CARD-984BA4A30147,遗传性肺动脉高压体征,K_CLINICAL_SIGN_DICT,WRONG_TYPE_OR_COMPOSITE,疾病概括体征或表现，不是原子体征,"{""action"": ""reclassify_or_decompose""}",,,,,
9e3bfc40eebd52b19299290cc3ceed27,Sign,SIGN-CARD-C783F0B34669,风湿性心脏瓣膜病体征,K_CLINICAL_SIGN_DICT,WRONG_TYPE_OR_COMPOSITE,疾病概括体征或表现，不是原子体征,"{""action"": ""reclassify_or_decompose""}",,,,,
9404fb058180563483811921143a4887,Sign,SIGN-CARD-47494ECB7569,高胆固醇血症体征,K_CLINICAL_SIGN_DICT,WRONG_TYPE_OR_COMPOSITE,疾病概括体征或表现，不是原子体征,"{""action"": ""reclassify_or_decompose""}",,,,,
3ef9b7a1c28c52ac92d2c40916195345,ExamObservation,IND-CARD-STEMI-D6A001366BC3,ST段持续抬高提示室壁瘤,K_EXAM_OBSERVATION_DICT,RULE_OR_WRONG_TYPE,包含推理结论，应迁移为临床规则,"{""action"": ""move_to_clinical_rule""}",,,,,
a8b29a060ae55eec888cc597645972f3,ExamObservation,IND-CARD-STEMI-17801B3D7472,V1至V5导联QS型提示前壁梗死,K_EXAM_OBSERVATION_DICT,RULE_OR_WRONG_TYPE,包含推理结论，应迁移为临床规则,"{""action"": ""move_to_clinical_rule""}",,,,,
98090a3addd350a4a064f83841228a4c,ExamObservation,IND-CARD-STEMI-0A05978707AA,Ⅱ、Ⅲ、aVF导联ST段抬高提示下壁梗死,K_EXAM_OBSERVATION_DICT,RULE_OR_WRONG_TYPE,包含推理结论，应迁移为临床规则,"{""action"": ""move_to_clinical_rule""}",,,,,
6c767e4170765605ae4264180508ce83,ExamObservation,IND-CARD-F90926124AEA,发病时间,K_EXAM_OBSERVATION_DICT,RULE_OR_WRONG_TYPE,不是检查观察结果,"{""action"": ""move_to_clinical_rule""}",,,,,
5b4e6d95bab752a6a6e4f771a4f6aea6,ExamObservation,IND-EXAM-GENETIC-家族遗传证据,家族遗传证据,K_EXAM_OBSERVATION_DICT,RULE_OR_WRONG_TYPE,不是检查观察结果,"{""action"": ""move_to_clinical_rule""}",,,,,
0ec5d300c949590792f5cb6d1f8ffa0d,ExamObservation,IND-EXAM-EMB-病原体证据,病原体证据,K_EXAM_OBSERVATION_DICT,RULE_OR_WRONG_TYPE,不是检查观察结果,"{""action"": ""move_to_clinical_rule""}",,,,,
3127036ce263552a8ec3ac7bc2a3633e,Symptom,CARD-SKELETON-20260709-SYMPTOM-4ED4019569B77DEB,一、稳定型心绞痛-症状,K_SYMPTOM_DICT,MISSING_IN_EXISTING_DICTIONARY,现有Oracle字典未能唯一匹配；第一批不修改既有字典,[],"{""aliases"": []}",Neo4j图谱与Oracle有效字典只读比对,,,
a7bda293e37d5161a04d28d0fe027a77,Symptom,CARD-SKELETON-20260709-SYMPTOM-68841F6CD0419D0B,三、导管消融-症状,K_SYMPTOM_DICT,MISSING_IN_EXISTING_DICTIONARY,现有Oracle字典未能唯一匹配；第一批不修改既有字典,[],"{""aliases"": []}",Neo4j图谱与Oracle有效字典只读比对,,,
643192a010d25469a88783a4bc333a4a,Symptom,SYM-CARD-STEMI-4A580733386B,上腹胀痛,K_SYMPTOM_DICT,MISSING_IN_EXISTING_DICTIONARY,现有Oracle字典未能唯一匹配；第一批不修改既有字典,[],"{""aliases"": []}",Neo4j图谱与Oracle有效字典只读比对,,,
420fecc2772c5c9499b894829574a83d,Symptom,SYM-CARD-STEMI-9B7354934FF5,下颌颈背部放射痛,K_SYMPTOM_DICT,MISSING_IN_EXISTING_DICTIONARY,现有Oracle字典未能唯一匹配；第一批不修改既有字典,[],"{""aliases"": []}",Neo4j图谱与Oracle有效字典只读比对,,,
a58f498e75405d6a8a9f2b5286acce0e,Symptom,SYM-CARD-AAA-ATTRIBUTABLE-SYMPTOMS,与动脉瘤相关症状,K_SYMPTOM_DICT,MISSING_IN_EXISTING_DICTIONARY,现有Oracle字典未能唯一匹配；第一批不修改既有字典,[],"{""aliases"": [""symptoms that are attributable to the aneurysm"", ""symptomatic aneurysm"", ""symptoms that are attributable""]}",Neo4j图谱与Oracle有效字典只读比对,,,
37863a71ef585db39e03e97d570b3205,Symptom,SYM-CARD-TEXT-CBB30EA0F1,发热,K_SYMPTOM_DICT,AMBIGUOUS_MATCH,现有Oracle字典未能唯一匹配；第一批不修改既有字典,"[{""id"": ""EAF2B898-06EC-45AB-8CD0-E3A200CAF3E2"", ""code"": ""Z100605"", ""name"": ""发热""}, {""id"": ""2cc5296a66101f8cccbe9dff6c13029c"", ""code"": ""Z105399"", ""name"": ""发热""}]","{""aliases"": [""低热"", ""高热""]}",Neo4j图谱与Oracle有效字典只读比对,,,
5149ab552a645d8fb43310fc311faace,Symptom,SYM-CARD-STEMI-436709160213,呃逆,K_SYMPTOM_DICT,MISSING_IN_EXISTING_DICTIONARY,现有Oracle字典未能唯一匹配；第一批不修改既有字典,[],"{""aliases"": []}",Neo4j图谱与Oracle有效字典只读比对,,,
9d7298614e2d56ad8bb4bea420bb73ec,Symptom,SYM-CARD-STEMI-9F4EA3CFC134,安静时持续性胸痛,K_SYMPTOM_DICT,MISSING_IN_EXISTING_DICTIONARY,现有Oracle字典未能唯一匹配；第一批不修改既有字典,[],"{""aliases"": []}",Neo4j图谱与Oracle有效字典只读比对,,,
7a7e5221c88f54cc8fb30d70105a5401,Symptom,SYM-CARD-STEMI-5B4E126F5621,心绞痛前驱症状,K_SYMPTOM_DICT,MISSING_IN_EXISTING_DICTIONARY,现有Oracle字典未能唯一匹配；第一批不修改既有字典,[],"{""aliases"": []}",Neo4j图谱与Oracle有效字典只读比对,,,
faa43be397f15727b6ad62e91b910496,Symptom,SYM-CARD-1053F19CEBAD,恶心呕吐,K_SYMPTOM_DICT,AMBIGUOUS_MATCH,现有Oracle字典未能唯一匹配；第一批不修改既有字典,"[{""id"": ""0EF2900B-CAA0-4AD1-BDBA-04874FE6FEEC"", ""code"": ""Z100486"", ""name"": ""恶心呕吐""}, {""id"": ""0fd441d059da9cc355701c1aeeb8428c"", ""code"": ""Z100490"", ""name"": ""恶心／呕吐""}, {""id"": ""E2F04372-A8E0-4329-B728-0A783C4D882B"", ""code"": ""Z104329"", ""name"": ""恶心、呕吐""}, {""id"": ""8E5B8E10-FD6A-4495-A8E5-B83306951641"", ""code"": ""Z103921"", ""name"": ""恶心 呕吐""}]","{""aliases"": [""呕吐"", ""恶心"", ""恶心呕吐""]}",Neo4j图谱与Oracle有效字典只读比对,,,
960381a25d39530e99f934411e98ed66,Symptom,SYM-CARD-D1779C268ED5,意识障碍,K_SYMPTOM_DICT,AMBIGUOUS_MATCH,现有Oracle字典未能唯一匹配；第一批不修改既有字典,"[{""id"": ""8A48A640-7F97-4854-A8F0-E074D9DFC554"", ""code"": ""Z103363"", ""name"": ""意识障碍""}, {""id"": ""42930EB0-F958-4B51-A7C4-FFE98FD1BB66"", ""code"": ""Z104950"", ""name"": ""意识障碍，""}]","{""aliases"": [""意识改变""]}",Neo4j图谱与Oracle有效字典只读比对,,,
9cac94a0ef205b92a959d013fdef07fc,Symptom,SYM-CARD-AECE358B7FF2,放射痛,K_SYMPTOM_DICT,MISSING_IN_EXISTING_DICTIONARY,现有Oracle字典未能唯一匹配；第一批不修改既有字典,[],"{""aliases"": [""左肩放射痛"", ""左臂放射痛"", ""颈部放射痛"", ""下颌放射痛"", ""背部放射痛""]}",Neo4j图谱与Oracle有效字典只读比对,,,
273e2b86fd215af4b699a1c7206efa6d,Symptom,SYM-CARD-STEMI-D57ED92A672E,活动时心悸,K_SYMPTOM_DICT,MISSING_IN_EXISTING_DICTIONARY,现有Oracle字典未能唯一匹配；第一批不修改既有字典,[],"{""aliases"": []}",Neo4j图谱与Oracle有效字典只读比对,,,
1cf5a50077cb53f685e72d9a5a247fdb,Symptom,SYM-CARD-80A8947D5A71,濒死感,K_SYMPTOM_DICT,MISSING_IN_EXISTING_DICTIONARY,现有Oracle字典未能唯一匹配；第一批不修改既有字典,[],"{""aliases"": [""濒死感"", ""濒死感觉""]}",Neo4j图谱与Oracle有效字典只读比对,,,
de0b90e6523953998d7c98f2e1099345,Symptom,SYM-CARD-0FE1D08FA915,突发突止心动过速,K_SYMPTOM_DICT,MISSING_IN_EXISTING_DICTIONARY,现有Oracle字典未能唯一匹配；第一批不修改既有字典,[],"{""aliases"": [""突发突止"", ""阵发性心动过速"", ""发作性心动过速""]}",Neo4j图谱与Oracle有效字典只读比对,,,
d69c2ccef0ae5d0fa885b0b754158ba2,Symptom,SYM-CARD-3BE3BC2866C6,突发胸背部撕裂样疼痛,K_SYMPTOM_DICT,MISSING_IN_EXISTING_DICTIONARY,现有Oracle字典未能唯一匹配；第一批不修改既有字典,[],"{""aliases"": [""撕裂样胸痛"", ""胸背痛""]}",Neo4j图谱与Oracle有效字典只读比对,,,
6eeddf9f2e205e4dbc6851104100dbd9,Symptom,CARD-SKELETON-20260709-SYMPTOM-3D10307B766F2860,第四节致心律失常性右心室心肌病-症状,K_SYMPTOM_DICT,MISSING_IN_EXISTING_DICTIONARY,现有Oracle字典未能唯一匹配；第一批不修改既有字典,[],"{""aliases"": []}",Neo4j图谱与Oracle有效字典只读比对,,,
93cf6d72f32f551a91c2d9b6a71e4099,Symptom,SYM-CARD-AAS-CHEST-BACK-ABDOMINAL-PAIN,胸痛、背痛或腹痛,K_SYMPTOM_DICT,MISSING_IN_EXISTING_DICTIONARY,现有Oracle字典未能唯一匹配；第一批不修改既有字典,[],"{""aliases"": [""Chest, back, or abdominal pain""]}",Neo4j图谱与Oracle有效字典只读比对,,,
abd1126539b659239ef544af8e1a7a15,Symptom,SYM-CARD-PAD-CLAUDICATION-LEG-SYMPTOMS,间歇性跛行和活动相关下肢症状,K_SYMPTOM_DICT,MISSING_IN_EXISTING_DICTIONARY,现有Oracle字典未能唯一匹配；第一批不修改既有字典,[],"{""aliases"": [""claudication"", ""exertional leg symptoms"", ""limb symptoms""]}",Neo4j图谱与Oracle有效字典只读比对,,,
f3ed9ccc940c517a9e3fb2901454187d,Symptom,SYM-CARD-CFEE6A15D3BD,静息性呼吸困难,K_SYMPTOM_DICT,MISSING_IN_EXISTING_DICTIONARY,现有Oracle字典未能唯一匹配；第一批不修改既有字典,[],"{""aliases"": [""静息呼吸困难"", ""静息性气短"", ""静息气短""]}",Neo4j图谱与Oracle有效字典只读比对,,,
6e3b9cff9ea65ff0887e03d936dde3f2,Symptom,SYM-CARD-F655A47C2B62,黑矇,K_SYMPTOM_DICT,MISSING_IN_EXISTING_DICTIONARY,现有Oracle字典未能唯一匹配；第一批不修改既有字典,[],"{""aliases"": [""眼前发黑"", ""一过性黑矇""]}",Neo4j图谱与Oracle有效字典只读比对,,,
8ee2a9a560d65e0d88e8d8cb10aaea9c,Sign,SIGN-CARD-DFDF19EA4460,Stanford B型主动脉夹层体征,K_CLINICAL_SIGN_DICT,MISSING_IN_EXISTING_DICTIONARY,现有Oracle字典未能唯一匹配；第一批不修改既有字典,[],"{""aliases"": []}",Neo4j图谱与Oracle有效字典只读比对,,,
38af00b62cb257819c941fb3d8e55f88,Sign,SIGN-CARD-71F59D966951,一度房室传导阻滞体征,K_CLINICAL_SIGN_DICT,MISSING_IN_EXISTING_DICTIONARY,现有Oracle字典未能唯一匹配；第一批不修改既有字典,[],"{""aliases"": []}",Neo4j图谱与Oracle有效字典只读比对,,,
67dff326f1b950b7b4cbc8f88901f308,Sign,SIGN-CARD-165916FB884A,三尖瓣反流体征,K_CLINICAL_SIGN_DICT,MISSING_IN_EXISTING_DICTIONARY,现有Oracle字典未能唯一匹配；第一批不修改既有字典,[],"{""aliases"": []}",Neo4j图谱与Oracle有效字典只读比对,,,
632aaabf1a195cd8a107d1a409c27988,Sign,SIGN-CARD-541629E55AF5,三度房室传导阻滞体征,K_CLINICAL_SIGN_DICT,MISSING_IN_EXISTING_DICTIONARY,现有Oracle字典未能唯一匹配；第一批不修改既有字典,[],"{""aliases"": []}",Neo4j图谱与Oracle有效字典只读比对,,,
dadd3559f02c56a49d819082ec577743,Sign,SIGN-CARD-PAD-PULSE-WOUND-GANGRENE,下肢脉搏异常、伤口不愈合或坏疽,K_CLINICAL_SIGN_DICT,MISSING_IN_EXISTING_DICTIONARY,现有Oracle字典未能唯一匹配；第一批不修改既有字典,[],"{""aliases"": [""Abnormal lower extremity pulse palpation"", ""Nonhealing lower extremity wound"", ""Lower extremity gangrene""]}",Neo4j图谱与Oracle有效字典只读比对,,,
96c6d14771a65c77b6ad4c0be438c967,Sign,SIGN-CARD-7EC3D028771F,主动脉夹层体征,K_CLINICAL_SIGN_DICT,MISSING_IN_EXISTING_DICTIONARY,现有Oracle字典未能唯一匹配；第一批不修改既有字典,[],"{""aliases"": []}",Neo4j图谱与Oracle有效字典只读比对,,,
a3a23292c30b570fa729856519eb7db3,Sign,SIGN-CARD-B169155AB948,主动脉瓣反流体征,K_CLINICAL_SIGN_DICT,MISSING_IN_EXISTING_DICTIONARY,现有Oracle字典未能唯一匹配；第一批不修改既有字典,[],"{""aliases"": []}",Neo4j图谱与Oracle有效字典只读比对,,,
8197c42810b35a718eb599ce7ed80485,Sign,SIGN-CARD-335EDA4A1635,主动脉瓣狭窄体征,K_CLINICAL_SIGN_DICT,MISSING_IN_EXISTING_DICTIONARY,现有Oracle字典未能唯一匹配；第一批不修改既有字典,[],"{""aliases"": []}",Neo4j图谱与Oracle有效字典只读比对,,,
d2298c7ee5205d64a82101474556e989,Sign,SIGN-CARD-6ED622A23829,二尖瓣反流体征,K_CLINICAL_SIGN_DICT,MISSING_IN_EXISTING_DICTIONARY,现有Oracle字典未能唯一匹配；第一批不修改既有字典,[],"{""aliases"": []}",Neo4j图谱与Oracle有效字典只读比对,,,
240e15da4e6a5cef91ebba764a629639,Sign,SIGN-CARD-6AA156CF83ED,二尖瓣狭窄体征,K_CLINICAL_SIGN_DICT,MISSING_IN_EXISTING_DICTIONARY,现有Oracle字典未能唯一匹配；第一批不修改既有字典,[],"{""aliases"": []}",Neo4j图谱与Oracle有效字典只读比对,,,
6df7b09533ba5d6eaaaafc4ee966eae9,Sign,SIGN-CARD-6ACCCADEAFEB,二度房室传导阻滞体征,K_CLINICAL_SIGN_DICT,MISSING_IN_EXISTING_DICTIONARY,现有Oracle字典未能唯一匹配；第一批不修改既有字典,[],"{""aliases"": []}",Neo4j图谱与Oracle有效字典只读比对,,,
2eb8a715166a5c18a7efd65212fc26c3,Sign,SIGN-CARD-1CAB37674011,先天性心脏病体征,K_CLINICAL_SIGN_DICT,MISSING_IN_EXISTING_DICTIONARY,现有Oracle字典未能唯一匹配；第一批不修改既有字典,[],"{""aliases"": []}",Neo4j图谱与Oracle有效字典只读比对,,,
