disease_code,disease_name,entity_type,evidence_levels,evidence_texts,guideline_names,node_code,node_name,pages,recommendation_levels
DIS-CARD-ARR-AVB,房室传导阻滞,Procedure,[],[],[],PROC-CARD-TEXT-23F5CDA89B,起搏器植入,[],[]
DIS-CARD-ARR-AVB,房室传导阻滞,TreatmentPlan,[],[],[],CARD-SKELETON-FULL-20260709-TREATMENTPLAN-D355EC5DA6033AF6,也可见于电解质紊乱（如高钾血症）、药物中毒（如洋地黄中毒）及心脏手术损伤（心脏瓣膜手术、导管消融术等）,[],[]
DIS-CARD-ARR-AVB,房室传导阻滞,TreatmentPlan,[],[],[],PLAN-CARD-TEXT-7CC38FBA6F,复律治疗,[],[]
DIS-CARD-ARR-AVB,房室传导阻滞,TreatmentPlan,[],[],[],CARD-SKELETON-FULL-20260709-TREATMENTPLAN-F0FFE784C9505FA2,心房和心室的节律由各自独立的起搏点控制,[],[]
DIS-CARD-ARR-AVB,房室传导阻滞,TreatmentPlan,[],[],[],PLAN-CARD-4902C4C10300,房室传导阻滞治疗方案,[],[]
DIS-CARD-ARR-AVB,房室传导阻滞,TreatmentPlan,[],[],[],PLAN-CARD-A1C4E6332D38,抗凝治疗,[],[]
DIS-CARD-ARR-AVB,房室传导阻滞,TreatmentPlan,[],[],[],PLAN-CARD-TEXT-655F4B37BC,控制心室率,[],[]
DIS-CARD-ARR-AVB,房室传导阻滞,TreatmentPlan,[],[],[],PLAN-CARD-TEXT-EEF9C97B59,血运重建,[],[]
DIS-CARD-ARR-AVB,房室传导阻滞,TreatmentPlan,[],[],[],PLAN-CARD-F7FB7035330D,起搏治疗,[],[]
DIS-CARD-ARR-AVB1,一度房室传导阻滞,ClinicalRule,['B'],[],[],RULE-CDSS-BRADYAVB-ARR-AVB1-03-01-TREAT,一度房室传导阻滞治疗决策阶段规则,[],['Ⅱa']
DIS-CARD-ARR-AVB1,一度房室传导阻滞,ClinicalRule,['B'],[],[],RULE-CDSS-BRADYAVB-ARR-AVB1-01-01-DIAG,一度房室传导阻滞诊断确认阶段规则,[],['Ⅱa']
DIS-CARD-ARR-AVB1,一度房室传导阻滞,ClinicalRule,['B'],[],[],RULE-CDSS-BRADYAVB-ARR-AVB1-04-01-FOLLOW,一度房室传导阻滞随访管理阶段规则,[],['Ⅱa']
DIS-CARD-ARR-AVB1,一度房室传导阻滞,ClinicalRule,['B'],[],[],RULE-CDSS-BRADYAVB-ARR-AVB1-02-01-RISK,一度房室传导阻滞风险分层阶段规则,[],['Ⅱa']
DIS-CARD-ARR-AVB1,一度房室传导阻滞,DiagnosisCriteria,[],[],[],DX-CARD-5F28B989F353,心电图传导阻滞诊断依据,[],[]
DIS-CARD-ARR-AVB1,一度房室传导阻滞,TreatmentPlan,[],[],[],PLAN-CARD-85C17399C1E4,一度房室传导阻滞治疗方案,[],[]
DIS-CARD-ARR-AVB2,二度房室传导阻滞,ClinicalRule,['未分级/指南未显式标注'],[],[],RULE-CDSS-BRADYAVB-ARR-AVB2-03-01-TREAT,二度房室传导阻滞治疗决策阶段规则,[],['未分级/指南未显式标注']
DIS-CARD-ARR-AVB2,二度房室传导阻滞,ClinicalRule,['未分级/指南未显式标注'],[],[],RULE-CDSS-BRADYAVB-ARR-AVB2-01-01-DIAG,二度房室传导阻滞诊断确认阶段规则,[],['未分级/指南未显式标注']
DIS-CARD-ARR-AVB2,二度房室传导阻滞,ClinicalRule,['未分级/指南未显式标注'],[],[],RULE-CDSS-BRADYAVB-ARR-AVB2-04-01-FOLLOW,二度房室传导阻滞随访管理阶段规则,[],['未分级/指南未显式标注']
DIS-CARD-ARR-AVB2,二度房室传导阻滞,ClinicalRule,['未分级/指南未显式标注'],[],[],RULE-CDSS-BRADYAVB-ARR-AVB2-02-01-RISK,二度房室传导阻滞风险分层阶段规则,[],['未分级/指南未显式标注']
DIS-CARD-ARR-AVB2,二度房室传导阻滞,DiagnosisCriteria,[],[],[],DX-CARD-5F28B989F353,心电图传导阻滞诊断依据,[],[]
DIS-CARD-ARR-AVB2,二度房室传导阻滞,TreatmentPlan,[],[],[],PLAN-CARD-1A90D3A039E7,二度房室传导阻滞治疗方案,[],[]
DIS-CARD-ARR-AVB3,三度房室传导阻滞,ClinicalRule,['B'],[],[],RULE-CDSS-BRADYAVB-ARR-AVB3-03-01-TREAT,三度房室传导阻滞治疗决策阶段规则,[],['Ⅰ']
DIS-CARD-ARR-AVB3,三度房室传导阻滞,ClinicalRule,['B'],[],[],RULE-CDSS-BRADYAVB-ARR-AVB3-01-01-DIAG,三度房室传导阻滞诊断确认阶段规则,[],['Ⅰ']
DIS-CARD-ARR-AVB3,三度房室传导阻滞,ClinicalRule,['B'],[],[],RULE-CDSS-BRADYAVB-ARR-AVB3-04-01-FOLLOW,三度房室传导阻滞随访管理阶段规则,[],['Ⅰ']
DIS-CARD-ARR-AVB3,三度房室传导阻滞,ClinicalRule,['B'],[],[],RULE-CDSS-BRADYAVB-ARR-AVB3-02-01-RISK,三度房室传导阻滞风险分层阶段规则,[],['Ⅰ']
DIS-CARD-ARR-AVB3,三度房室传导阻滞,DiagnosisCriteria,[],[],[],DX-CARD-5F28B989F353,心电图传导阻滞诊断依据,[],[]
DIS-CARD-ARR-AVB3,三度房室传导阻滞,Medication,[],[],[],MED-CARD-EF0B44CD1F78,阿托品,[],[]
DIS-CARD-ARR-AVB3,三度房室传导阻滞,TreatmentPlan,[],[],[],PLAN-CARD-B5595FF75DE4,三度房室传导阻滞治疗方案,[],[]
DIS-CARD-ARR-BBB,束支传导阻滞,ClinicalRule,['未分级/指南未显式标注'],[],[],RULE-CDSS-BRADYAVB-ARR-BBB-03-01-TREAT,束支传导阻滞治疗决策阶段规则,[],['未分级/指南未显式标注']
DIS-CARD-ARR-BBB,束支传导阻滞,ClinicalRule,['未分级/指南未显式标注'],[],[],RULE-CDSS-BRADYAVB-ARR-BBB-01-01-DIAG,束支传导阻滞诊断确认阶段规则,[],['未分级/指南未显式标注']
DIS-CARD-ARR-BBB,束支传导阻滞,ClinicalRule,['未分级/指南未显式标注'],[],[],RULE-CDSS-BRADYAVB-ARR-BBB-04-01-FOLLOW,束支传导阻滞随访管理阶段规则,[],['未分级/指南未显式标注']
DIS-CARD-ARR-BBB,束支传导阻滞,ClinicalRule,['未分级/指南未显式标注'],[],[],RULE-CDSS-BRADYAVB-ARR-BBB-02-01-RISK,束支传导阻滞风险分层阶段规则,[],['未分级/指南未显式标注']
DIS-CARD-ARR-BBB,束支传导阻滞,DiagnosisCriteria,[],[],[],DXC-CARD-464F39D5B91C,束支传导阻滞诊断标准,[],[]
DIS-CARD-ARR-BBB,束支传导阻滞,TreatmentPlan,[],[],[],PLAN-CARD-00B9C7D70BD9,束支传导阻滞治疗方案,[],[]
DIS-CARD-ARR-BRADY,缓慢性心律失常,ClinicalRule,['B'],[],[],RULE-CDSS-BRADYAVB-ARR-BRADY-03-01-TREAT,缓慢性心律失常治疗决策阶段规则,[],['Ⅰ']
DIS-CARD-ARR-BRADY,缓慢性心律失常,ClinicalRule,['未分级/指南未显式标注'],[],[],RULE-CDSS-BRADYAVB-ARR-BRADY-01-01-DIAG,缓慢性心律失常诊断确认阶段规则,[],['未分级/指南未显式标注']
DIS-CARD-ARR-BRADY,缓慢性心律失常,ClinicalRule,['B'],[],[],RULE-CDSS-BRADYAVB-ARR-BRADY-04-01-FOLLOW,缓慢性心律失常随访管理阶段规则,[],['Ⅰ']
DIS-CARD-ARR-BRADY,缓慢性心律失常,ClinicalRule,['B'],[],[],RULE-CDSS-BRADYAVB-ARR-BRADY-02-01-RISK,缓慢性心律失常风险分层阶段规则,[],['Ⅰ']
DIS-CARD-ARR-BRADY,缓慢性心律失常,DiagnosisCriteria,[],[],[],DX-CARD-5F28B989F353,心电图传导阻滞诊断依据,[],[]
DIS-CARD-ARR-BRADY,缓慢性心律失常,Medication,[],[],[],MED-CARD-669F94E52F61,异丙肾上腺素,[],[]
DIS-CARD-ARR-BRADY,缓慢性心律失常,Medication,[],[],[],MED-CARD-EF0B44CD1F78,阿托品,[],[]
DIS-CARD-ARR-BRADY,缓慢性心律失常,Procedure,[],[],[],PROC-CARD-B69847521FA1,临时心脏起搏,[],[]
DIS-CARD-ARR-BRADY,缓慢性心律失常,Procedure,[],[],[],PROC-CARD-TEXT-D2C1F9E289,心脏再同步治疗,[],[]
DIS-CARD-ARR-BRADY,缓慢性心律失常,TreatmentPlan,[],[],[],PLAN-CARD-D48B04D85208,缓慢性心律失常治疗方案,[],[]
DIS-CARD-ARR-BRADY,缓慢性心律失常,TreatmentPlan,[],[],[],PLAN-CARD-F7FB7035330D,起搏治疗,[],[]
DIS-CARD-ARR-SAB,窦房传导阻滞,ClinicalRule,['未分级/指南未显式标注'],[],[],RULE-CDSS-BRADYAVB-ARR-SAB-03-01-TREAT,窦房传导阻滞治疗决策阶段规则,[],['未分级/指南未显式标注']
DIS-CARD-ARR-SAB,窦房传导阻滞,ClinicalRule,['未分级/指南未显式标注'],[],[],RULE-CDSS-BRADYAVB-ARR-SAB-01-01-DIAG,窦房传导阻滞诊断确认阶段规则,[],['未分级/指南未显式标注']
DIS-CARD-ARR-SAB,窦房传导阻滞,ClinicalRule,['未分级/指南未显式标注'],[],[],RULE-CDSS-BRADYAVB-ARR-SAB-04-01-FOLLOW,窦房传导阻滞随访管理阶段规则,[],['未分级/指南未显式标注']
DIS-CARD-ARR-SAB,窦房传导阻滞,ClinicalRule,['未分级/指南未显式标注'],[],[],RULE-CDSS-BRADYAVB-ARR-SAB-02-01-RISK,窦房传导阻滞风险分层阶段规则,[],['未分级/指南未显式标注']
DIS-CARD-ARR-SAB,窦房传导阻滞,DiagnosisCriteria,[],[],[],DX-CARD-5F28B989F353,心电图传导阻滞诊断依据,[],[]
DIS-CARD-ARR-SAB,窦房传导阻滞,TreatmentPlan,[],[],[],PLAN-CARD-B809AAF4889D,窦房传导阻滞治疗方案,[],[]
DIS-CARD-ARR-SB,窦性心动过缓,ClinicalRule,[],[],[],CARD-SKELETON-20260709-DIFFERENTIALDIAGNOSIS-4E2FFCA8C194D357,窦性心动过缓常同时伴有窦性心律不齐（不同PP间期的差异＞0.12秒）,[],[]
DIS-CARD-ARR-SB,窦性心动过缓,ClinicalRule,['未分级/指南未显式标注'],[],[],RULE-CDSS-BRADYAVB-ARR-SB-03-01-TREAT,窦性心动过缓治疗决策阶段规则,[],['未分级/指南未显式标注']
DIS-CARD-ARR-SB,窦性心动过缓,ClinicalRule,['未分级/指南未显式标注'],[],[],RULE-CDSS-BRADYAVB-ARR-SB-01-01-DIAG,窦性心动过缓诊断确认阶段规则,[],['未分级/指南未显式标注']
DIS-CARD-ARR-SB,窦性心动过缓,ClinicalRule,['B'],[],[],RULE-CDSS-BRADYAVB-ARR-SB-04-01-FOLLOW,窦性心动过缓随访管理阶段规则,[],['Ⅰ']
DIS-CARD-ARR-SB,窦性心动过缓,ClinicalRule,['未分级/指南未显式标注'],[],[],RULE-CDSS-BRADYAVB-ARR-SB-02-01-RISK,窦性心动过缓风险分层阶段规则,[],['未分级/指南未显式标注']
DIS-CARD-ARR-SB,窦性心动过缓,DiagnosisCriteria,[],[],[],DXC-CARD-5121D5B9EC6F,窦性心动过缓诊断标准,[],[]
DIS-CARD-ARR-SB,窦性心动过缓,Medication,[],[],[],CARD-SKELETON-20260709-MEDICATION-DDAA1C07D618EDC7,β受体拮抗剂,[],[]
DIS-CARD-ARR-SB,窦性心动过缓,Medication,[],[],[],MED-CARD-669F94E52F61,异丙肾上腺素,[],[]
DIS-CARD-ARR-SB,窦性心动过缓,Medication,[],[],[],MED-AMIODARONE,胺碘酮,[],[]
DIS-CARD-ARR-SB,窦性心动过缓,Medication,[],[],[],MED-CARD-TEXT-28E925C6DE,钙通道阻滞剂,[],[]
DIS-CARD-ARR-SB,窦性心动过缓,Medication,[],[],[],MED-CARD-EF0B44CD1F78,阿托品,[],[]
DIS-CARD-ARR-SB,窦性心动过缓,Medication,[],[],[],MED-NDHP-CCB,非二氢吡啶类钙通道阻滞剂,[],[]
DIS-CARD-ARR-SB,窦性心动过缓,Procedure,[],[],[],PROC-CARD-B69847521FA1,临时心脏起搏,[],[]
DIS-CARD-ARR-SB,窦性心动过缓,Procedure,[],[],[],PROC-CARD-TEXT-D2C1F9E289,心脏再同步治疗,[],[]
DIS-CARD-ARR-SB,窦性心动过缓,TreatmentPlan,[],[],[],CARD-SKELETON-20260709-TREATMENTPLAN-BFCF60272E5E8F9F,下位的潜在起搏点,[],[]
DIS-CARD-ARR-SB,窦性心动过缓,TreatmentPlan,[],[],[],CARD-SKELETON-20260709-TREATMENTPLAN-644453136DFD38E2,以及应用拟胆碱药物、胺碘酮、β受体拮抗剂、非二氢吡啶类钙通道阻滞剂或洋地黄类等药物,[],[]
DIS-CARD-ARR-SB,窦性心动过缓,TreatmentPlan,[],[],[],CARD-SKELETON-20260709-TREATMENTPLAN-03F69ADBD8DD8ACB,可应用阿托品或异丙肾上腺素等药物,[],[]
DIS-CARD-ARR-SB,窦性心动过缓,TreatmentPlan,[],[],[],CARD-SKELETON-20260709-TREATMENTPLAN-788A4C55AED14161,应用洋地黄类药物、乙酰胆碱等亦可引起窦性停搏,[],[]
DIS-CARD-ARR-SB,窦性心动过缓,TreatmentPlan,[],[],[],CARD-SKELETON-20260709-TREATMENTPLAN-B7A5660A87DD1BA2,故应考虑心脏起搏治疗,[],[]
DIS-CARD-ARR-SB,窦性心动过缓,TreatmentPlan,[],[],[],CARD-SKELETON-20260709-TREATMENTPLAN-F3121EC03152AC77,无症状的窦性心动过缓通常无需治疗,[],[]
DIS-CARD-ARR-SB,窦性心动过缓,TreatmentPlan,[],[],[],CARD-SKELETON-20260709-TREATMENTPLAN-9FCAC418A06FE88B,治疗可参照病态窦房结综合征,[],[]
DIS-CARD-ARR-SB,窦性心动过缓,TreatmentPlan,[],[],[],PLAN-CARD-84E0BB8F1329,窦性心动过缓治疗方案,[],[]
DIS-CARD-ARR-SB,窦性心动过缓,TreatmentPlan,[],[],[],PLAN-CARD-F7FB7035330D,起搏治疗,[],[]
DIS-CARD-ARR-SND,窦房结功能障碍,ClinicalRule,['未分级/指南未显式标注'],[],[],RULE-CDSS-BRADYAVB-ARR-SND-03-01-TREAT,窦房结功能障碍治疗决策阶段规则,[],['未分级/指南未显式标注']
DIS-CARD-ARR-SND,窦房结功能障碍,ClinicalRule,['未分级/指南未显式标注'],[],[],RULE-CDSS-BRADYAVB-ARR-SND-01-01-DIAG,窦房结功能障碍诊断确认阶段规则,[],['未分级/指南未显式标注']
DIS-CARD-ARR-SND,窦房结功能障碍,ClinicalRule,['未分级/指南未显式标注'],[],[],RULE-CDSS-BRADYAVB-ARR-SND-04-01-FOLLOW,窦房结功能障碍随访管理阶段规则,[],['未分级/指南未显式标注']
DIS-CARD-ARR-SND,窦房结功能障碍,ClinicalRule,['未分级/指南未显式标注'],[],[],RULE-CDSS-BRADYAVB-ARR-SND-02-01-RISK,窦房结功能障碍风险分层阶段规则,[],['未分级/指南未显式标注']
DIS-CARD-ARR-SND,窦房结功能障碍,DiagnosisCriteria,[],[],[],DXC-CARD-B000729B8734,窦房结功能障碍诊断标准,[],[]
DIS-CARD-ARR-SND,窦房结功能障碍,Medication,[],[],[],MED-CARD-669F94E52F61,异丙肾上腺素,[],[]
DIS-CARD-ARR-SND,窦房结功能障碍,Medication,[],[],[],MED-CARD-EF0B44CD1F78,阿托品,[],[]
DIS-CARD-ARR-SND,窦房结功能障碍,TreatmentPlan,[],[],[],PLAN-CARD-26AF9C4155B7,窦房结功能障碍治疗方案,[],[]
