disease_code,disease_name,entity_type,evidence_levels,evidence_texts,guideline_names,node_code,node_name,pages,recommendation_levels
DIS-CARD-ARR-AF,心房颤动,Medication,[],[],[],MED-CARD-66202C12C872,氟卡尼,[],[]
DIS-CARD-ARR-AF,心房颤动,Medication,[],[],[],MED-CARD-EAA01CFD434E,氯吡格雷,[],[]
DIS-CARD-ARR-AF,心房颤动,Medication,[],[],[],MED-CARD-TEXT-93710567D3,洋地黄类药物,[],[]
DIS-CARD-ARR-AF,心房颤动,Medication,[],[],[],MED-CARD-TEXT-D07193A49C,溶栓药物,[],[]
DIS-CARD-ARR-AF,心房颤动,Medication,[],[],[],MED-CARD-55157DA54154,硝酸酯类药物,[],[]
DIS-CARD-ARR-AF,心房颤动,Medication,[],[],[],MED-CARD-F50DC811465A,索他洛尔,[],[]
DIS-CARD-ARR-AF,心房颤动,Medication,[],[],[],MED-CARD-C685CE7163F5,维拉帕米,[],[]
DIS-CARD-ARR-AF,心房颤动,Medication,[],[],[],MED-CARD-7717331EF136,肝素,[],[]
DIS-CARD-ARR-AF,心房颤动,Medication,[],[],[],MED-AMIODARONE,胺碘酮,[],[]
DIS-CARD-ARR-AF,心房颤动,Medication,[],[],[],MED-CARD-A0C92B8EA7C4,艾多沙班,[],[]
DIS-CARD-ARR-AF,心房颤动,Medication,[],[],[],MED-CARD-TEXT-B905AF3E59,血管紧张素Ⅱ受体拮抗剂,[],[]
DIS-CARD-ARR-AF,心房颤动,Medication,[],[],[],MED-CARD-E40082221530,血管紧张素转换酶抑制剂,[],[]
DIS-CARD-ARR-AF,心房颤动,Medication,[],[],[],MED-CARD-68E5765B76ED,达比加群酯,[],[]
DIS-CARD-ARR-AF,心房颤动,Medication,[],[],[],MED-CARD-TEXT-4E1713BBBA,醛固酮受体拮抗剂,[],[]
DIS-CARD-ARR-AF,心房颤动,Medication,[],[],[],MED-CARD-TEXT-28E925C6DE,钙通道阻滞剂,[],[]
DIS-CARD-ARR-AF,心房颤动,Medication,[],[],[],MED-CARD-9F606AC80BFD,阿司匹林,[],[]
DIS-CARD-ARR-AF,心房颤动,Medication,[],[],[],MED-CARD-FC4A5B5D6C12,阿哌沙班,[],[]
DIS-CARD-ARR-AF,心房颤动,Medication,[],[],[],MED-NDHP-CCB,非二氢吡啶类钙通道阻滞剂,[],[]
DIS-CARD-ARR-AF,心房颤动,Procedure,[],[],[],CARD-SKELETON-20260709-PROCEDURE-FA9CF9F5BBDD3E3D,外科手术,[],[]
DIS-CARD-ARR-AF,心房颤动,Procedure,[],[],[],PROC-CARD-1AB2CA8618BF,外科迷宫手术,[],[]
DIS-CARD-ARR-AF,心房颤动,Procedure,[],[],[],PROC-CARD-BA093052CBC6,导管消融,[],[]
DIS-CARD-ARR-AF,心房颤动,Procedure,[],[],[],PROC-CARD-TEXT-84551F84B4,射频消融术,[],[]
DIS-CARD-ARR-AF,心房颤动,Procedure,[],[],[],PROC-CARD-0E182AB7B3BC,左心耳封堵术,[],[]
DIS-CARD-ARR-AF,心房颤动,Procedure,[],[],[],PROC-CARD-TEXT-D2C1F9E289,心脏再同步治疗,[],[]
DIS-CARD-ARR-AF,心房颤动,Procedure,[],[],[],PROC-HEART-TRANSPLANT,心脏移植,[],[]
DIS-CARD-ARR-AF,心房颤动,Procedure,[],[],[],PROC-CARD-E8BB6CCDC727,房室结消融,[],[]
DIS-CARD-ARR-AF,心房颤动,Procedure,[],[],[],PROC-CARD-A89DB5C678D2,房颤导管消融,[],[]
DIS-CARD-ARR-AF,心房颤动,Procedure,[],[],[],PROC-CARD-TEXT-6248D2A735,瓣膜置换术,[],[]
DIS-CARD-ARR-AF,心房颤动,Procedure,[],[],[],PROC-CARD-8BAC32B2612E,电复律,[],[]
DIS-CARD-ARR-AF,心房颤动,Procedure,[],[],[],PROC-CARD-E9ADC25A25E3,经皮冠状动脉介入治疗,[],[]
DIS-CARD-ARR-AF,心房颤动,Procedure,[],[],[],PROC-CARD-D9D7DDE63DCF,肺静脉隔离,[],[]
DIS-CARD-ARR-AF,心房颤动,Procedure,[],[],[],CARD-SKELETON-20260709-PROCEDURE-3B8C0A206F202C65,起搏器,[],[]
DIS-CARD-ARR-AF,心房颤动,Procedure,[],[],[],PROC-CARD-TEXT-23F5CDA89B,起搏器植入,[],[]
DIS-CARD-ARR-AF,心房颤动,TreatmentPlan,[],[],[],PLAN-CARD-TEXT-7CC38FBA6F,复律治疗,[],[]
DIS-CARD-ARR-AF,心房颤动,TreatmentPlan,[],[],[],PLAN-CARD-5C9E41087192,导管消融,[],[]
DIS-CARD-ARR-AF,心房颤动,TreatmentPlan,[],[],[],PLAN-CARD-8648D7D7CF5C,左心耳封堵,[],[]
DIS-CARD-ARR-AF,心房颤动,TreatmentPlan,[],[],[],PLAN-CARD-946E8629999F,心室率控制,[],[]
DIS-CARD-ARR-AF,心房颤动,TreatmentPlan,[],[],[],PLAN-CARD-0315A5E784A6,心房颤动治疗方案,[],[]
DIS-CARD-ARR-AF,心房颤动,TreatmentPlan,[],[],[],PLAN-CARD-A1C4E6332D38,抗凝治疗,[],[]
DIS-CARD-ARR-AF,心房颤动,TreatmentPlan,[],[],[],PLAN-CARD-42FD049DCDB5,抗血小板治疗,[],[]
DIS-CARD-ARR-AF,心房颤动,TreatmentPlan,[],[],[],PLAN-CARD-TEXT-655F4B37BC,控制心室率,[],[]
DIS-CARD-ARR-AF,心房颤动,TreatmentPlan,[],[],[],PLAN-CARD-FULLBOOK-B87D3F557B,溶栓治疗,[],[]
DIS-CARD-ARR-AF,心房颤动,TreatmentPlan,[],[],[],PLAN-CARD-0C511F6A9FF0,综合危险因素管理,[],[]
DIS-CARD-ARR-AF,心房颤动,TreatmentPlan,[],[],[],PLAN-CARD-40AB27F53C05,节律控制,[],[]
DIS-CARD-ARR-AF,心房颤动,TreatmentPlan,[],[],[],PLAN-CARD-TEXT-EEF9C97B59,血运重建,[],[]
DIS-CARD-ARR-AF,心房颤动,TreatmentPlan,[],[],[],PLAN-CARD-TEXT-BDE62A3BE0,降压治疗,[],[]
DIS-CARD-ARR-AFL,心房扑动,ClinicalRule,['未分级/指南未显式标注'],[],[],RULE-CDSS-SVTAFL-ARR-AFL-03-01-TREAT,心房扑动治疗决策阶段规则,[],['未分级/指南未显式标注']
DIS-CARD-ARR-AFL,心房扑动,ClinicalRule,['N/A'],['【心电图特征】 心电图的主要表现包括：①非药物引起的持续而显著的窦性心动过缓（50 次 / 分以下）；②窦性停搏或窦性静止、窦房传导阻滞；③窦房传导阻滞与房室传导阻滞并存；④心动过缓- 心动过速综合征（bradycardia-tachycardia syndrome），简称慢 - 快综合征，是指心动过缓与房性快速型心律失常（心房扑动、心房颤动或房性心动过速）交替发作。'],[],RULE-CDSS-SVTAFL-ARR-AFL-01-01-DIAG,心房扑动诊断确认阶段规则,[],['N/A']
DIS-CARD-ARR-AFL,心房扑动,ClinicalRule,['N/A'],['慢 - 快综合征病人发生心动过速，单独应用抗心动过速药物治疗可能会加重心动过缓，通常需在接受起搏治疗后才能使用此类药物。部分慢 - 快综合征病人在快速型心律失常得到矫正后（如导管消融房颤），其缓慢型心律失常（包括窦性停搏、窦性心动过缓）及其症状可减轻甚至消失，因此可能无需安装永久起搏器。此外，由于慢 - 快综合征病人合并心房扑动或心房颤动使血栓栓塞发生率增高，应考虑抗栓治疗。'],[],RULE-CDSS-SVTAFL-ARR-AFL-04-01-FOLLOW,心房扑动随访管理阶段规则,[],['N/A']
DIS-CARD-ARR-AFL,心房扑动,ClinicalRule,['未分级/指南未显式标注'],[],[],RULE-CDSS-SVTAFL-ARR-AFL-02-01-RISK,心房扑动风险分层阶段规则,[],['未分级/指南未显式标注']
DIS-CARD-ARR-AFL,心房扑动,DiagnosisCriteria,[],[],[],DXC-CARD-04B9595EC8CA,心房扑动诊断标准,[],[]
DIS-CARD-ARR-AFL,心房扑动,DifferentialDiagnosis,[],[],[],DDX-CARD-95D3594A06C8,室性心动过速,[],[]
DIS-CARD-ARR-AFL,心房扑动,DifferentialDiagnosis,[],[],[],DDX-CARD-91D172B6AA3C,心房颤动,[],[]
DIS-CARD-ARR-AFL,心房扑动,DifferentialDiagnosis,[],[],[],DDX-CARD-F46806C9EB37,房性早搏,[],[]
DIS-CARD-ARR-AFL,心房扑动,DifferentialDiagnosis,[],[],[],DDX-CARD-CE220DDF6AA5,窦性心动过速,[],[]
DIS-CARD-ARR-AFL,心房扑动,Medication,[],[],[],CARD-SKELETON-20260709-MEDICATION-DDAA1C07D618EDC7,β受体拮抗剂,[],[]
DIS-CARD-ARR-AFL,心房扑动,Medication,[],[],[],MED-BETA-BLOCKER,β受体阻滞剂,[],[]
DIS-CARD-ARR-AFL,心房扑动,Medication,[],[],[],MED-CARD-75C23ADDCA3A,伊布利特,[],[]
DIS-CARD-ARR-AFL,心房扑动,Medication,[],[],[],MED-DIURETIC,利尿剂,[],[]
DIS-CARD-ARR-AFL,心房扑动,Medication,[],[],[],MED-CARD-62498B0FBDC2,地高辛,[],[]
DIS-CARD-ARR-AFL,心房扑动,Medication,[],[],[],MED-CARD-TEXT-EE219280A7,抗凝药物,[],[]
DIS-CARD-ARR-AFL,心房扑动,Medication,[],[],[],MED-CARD-0D88ECB6525C,普罗帕酮,[],[]
DIS-CARD-ARR-AFL,心房扑动,Medication,[],[],[],MED-CARD-TEXT-93710567D3,洋地黄类药物,[],[]
DIS-CARD-ARR-AFL,心房扑动,Medication,[],[],[],MED-CARD-C685CE7163F5,维拉帕米,[],[]
DIS-CARD-ARR-AFL,心房扑动,Medication,[],[],[],MED-AMIODARONE,胺碘酮,[],[]
DIS-CARD-ARR-AFL,心房扑动,Medication,[],[],[],MED-CARD-33087B86B32A,腺苷,[],[]
DIS-CARD-ARR-AFL,心房扑动,Medication,[],[],[],MED-CARD-TEXT-B905AF3E59,血管紧张素Ⅱ受体拮抗剂,[],[]
DIS-CARD-ARR-AFL,心房扑动,Medication,[],[],[],MED-CARD-E40082221530,血管紧张素转换酶抑制剂,[],[]
DIS-CARD-ARR-AFL,心房扑动,Medication,[],[],[],MED-CARD-TEXT-28E925C6DE,钙通道阻滞剂,[],[]
DIS-CARD-ARR-AFL,心房扑动,Medication,[],[],[],MED-NDHP-CCB,非二氢吡啶类钙通道阻滞剂,[],[]
DIS-CARD-ARR-AFL,心房扑动,Procedure,[],[],[],PROC-CARD-69A311F01D4B,三尖瓣环峡部消融,[],[]
DIS-CARD-ARR-AFL,心房扑动,Procedure,[],[],[],PROC-CARD-7FD747D740F0,同步直流电复律,[],[]
DIS-CARD-ARR-AFL,心房扑动,Procedure,[],[],[],PROC-CARD-BA093052CBC6,导管消融,[],[]
DIS-CARD-ARR-AFL,心房扑动,Procedure,[],[],[],PROC-CARD-4777F9B8D8F3,射频导管消融,[],[]
DIS-CARD-ARR-AFL,心房扑动,Procedure,[],[],[],PROC-CARD-TEXT-84551F84B4,射频消融术,[],[]
DIS-CARD-ARR-AFL,心房扑动,Procedure,[],[],[],PROC-CARD-TEXT-6248D2A735,瓣膜置换术,[],[]
DIS-CARD-ARR-AFL,心房扑动,Procedure,[],[],[],PROC-CARD-8BAC32B2612E,电复律,[],[]
DIS-CARD-ARR-AFL,心房扑动,Procedure,[],[],[],PROC-CARD-E9ADC25A25E3,经皮冠状动脉介入治疗,[],[]
DIS-CARD-ARR-AFL,心房扑动,Procedure,[],[],[],PROC-CARD-TEXT-23F5CDA89B,起搏器植入,[],[]
DIS-CARD-ARR-AFL,心房扑动,TreatmentPlan,[],[],[],PLAN-CARD-108E680ADD4F,同步电复律,[],[]
DIS-CARD-ARR-AFL,心房扑动,TreatmentPlan,[],[],[],PLAN-CARD-TEXT-7CC38FBA6F,复律治疗,[],[]
DIS-CARD-ARR-AFL,心房扑动,TreatmentPlan,[],[],[],PLAN-CARD-5C9E41087192,导管消融,[],[]
DIS-CARD-ARR-AFL,心房扑动,TreatmentPlan,[],[],[],PLAN-CARD-85C337BCB2D5,心房扑动治疗方案,[],[]
DIS-CARD-ARR-AFL,心房扑动,TreatmentPlan,[],[],[],PLAN-CARD-A1C4E6332D38,抗凝治疗,[],[]
DIS-CARD-ARR-AFL,心房扑动,TreatmentPlan,[],[],[],PLAN-CARD-TEXT-655F4B37BC,控制心室率,[],[]
DIS-CARD-ARR-AT,房性心动过速,ClinicalRule,[],[],[],CARD-SKELETON-20260709-DIFFERENTIALDIAGNOSIS-EA0F3A17BA57CA05,P波之间的等电线仍存在（与心房扑动时等电线消失不同）,[],[]
DIS-CARD-ARR-AT,房性心动过速,ClinicalRule,[],[],[],CARD-SKELETON-20260709-DIFFERENTIALDIAGNOSIS-F0EF68710DD1EEF2,P波形态与窦性P波不同,[],[]
DIS-CARD-ARR-AT,房性心动过速,ClinicalRule,['未分级/指南未显式标注'],[],[],RULE-CDSS-SVTAFL-ARR-AT-03-01-TREAT,房性心动过速治疗决策阶段规则,[],['未分级/指南未显式标注']
DIS-CARD-ARR-AT,房性心动过速,ClinicalRule,['未分级/指南未显式标注'],[],[],RULE-CDSS-SVTAFL-ARR-AT-01-01-DIAG,房性心动过速诊断确认阶段规则,[],['未分级/指南未显式标注']
DIS-CARD-ARR-AT,房性心动过速,ClinicalRule,['未分级/指南未显式标注'],[],[],RULE-CDSS-SVTAFL-ARR-AT-04-01-FOLLOW,房性心动过速随访管理阶段规则,[],['未分级/指南未显式标注']
DIS-CARD-ARR-AT,房性心动过速,ClinicalRule,['未分级/指南未显式标注'],[],[],RULE-CDSS-SVTAFL-ARR-AT-02-01-RISK,房性心动过速风险分层阶段规则,[],['未分级/指南未显式标注']
DIS-CARD-ARR-AT,房性心动过速,ClinicalRule,[],[],[],CARD-SKELETON-20260709-DIFFERENTIALDIAGNOSIS-E20CED87A4B0A205,根据起源点不同,[],[]
DIS-CARD-ARR-AT,房性心动过速,DiagnosisCriteria,[],[],[],DXC-CARD-204766CBAB68,房性心动过速诊断标准,[],[]
DIS-CARD-ARR-AT,房性心动过速,DifferentialDiagnosis,[],[],[],DDX-CARD-95D3594A06C8,室性心动过速,[],[]
DIS-CARD-ARR-AT,房性心动过速,DifferentialDiagnosis,[],[],[],DDX-CARD-91D172B6AA3C,心房颤动,[],[]
DIS-CARD-ARR-AT,房性心动过速,DifferentialDiagnosis,[],[],[],DDX-CARD-F46806C9EB37,房性早搏,[],[]
DIS-CARD-ARR-AT,房性心动过速,DifferentialDiagnosis,[],[],[],DDX-CARD-CE220DDF6AA5,窦性心动过速,[],[]
DIS-CARD-ARR-AT,房性心动过速,Medication,[],[],[],CARD-SKELETON-20260709-MEDICATION-DDAA1C07D618EDC7,β受体拮抗剂,[],[]
DIS-CARD-ARR-AT,房性心动过速,Medication,[],[],[],MED-BETA-BLOCKER,β受体阻滞剂,[],[]
DIS-CARD-ARR-AT,房性心动过速,Medication,[],[],[],MED-CARD-75C23ADDCA3A,伊布利特,[],[]
DIS-CARD-ARR-AT,房性心动过速,Medication,[],[],[],MED-CARD-0D88ECB6525C,普罗帕酮,[],[]
DIS-CARD-ARR-AT,房性心动过速,Medication,[],[],[],MED-CARD-TEXT-93710567D3,洋地黄类药物,[],[]
DIS-CARD-ARR-AT,房性心动过速,Medication,[],[],[],MED-CARD-C685CE7163F5,维拉帕米,[],[]
DIS-CARD-ARR-AT,房性心动过速,Medication,[],[],[],MED-AMIODARONE,胺碘酮,[],[]
DIS-CARD-ARR-AT,房性心动过速,Medication,[],[],[],MED-CARD-33087B86B32A,腺苷,[],[]
DIS-CARD-ARR-AT,房性心动过速,Medication,[],[],[],MED-CARD-TEXT-28E925C6DE,钙通道阻滞剂,[],[]
DIS-CARD-ARR-AT,房性心动过速,Medication,[],[],[],MED-NDHP-CCB,非二氢吡啶类钙通道阻滞剂,[],[]
DIS-CARD-ARR-AT,房性心动过速,Procedure,[],[],[],PROC-CARD-69A311F01D4B,三尖瓣环峡部消融,[],[]
DIS-CARD-ARR-AT,房性心动过速,Procedure,[],[],[],PROC-CARD-7FD747D740F0,同步直流电复律,[],[]
DIS-CARD-ARR-AT,房性心动过速,Procedure,[],[],[],PROC-CARD-BA093052CBC6,导管消融,[],[]
DIS-CARD-ARR-AT,房性心动过速,Procedure,[],[],[],PROC-CARD-4777F9B8D8F3,射频导管消融,[],[]
DIS-CARD-ARR-AT,房性心动过速,Procedure,[],[],[],PROC-CARD-TEXT-84551F84B4,射频消融术,[],[]
DIS-CARD-ARR-AT,房性心动过速,Procedure,[],[],[],PROC-CARD-8BAC32B2612E,电复律,[],[]
DIS-CARD-ARR-AT,房性心动过速,Procedure,[],[],[],CARD-SKELETON-20260709-PROCEDURE-3B8C0A206F202C65,起搏器,[],[]
DIS-CARD-ARR-AT,房性心动过速,TreatmentPlan,[],[],[],PLAN-CARD-108E680ADD4F,同步电复律,[],[]
DIS-CARD-ARR-AT,房性心动过速,TreatmentPlan,[],[],[],PLAN-CARD-TEXT-7CC38FBA6F,复律治疗,[],[]
DIS-CARD-ARR-AT,房性心动过速,TreatmentPlan,[],[],[],PLAN-CARD-5C9E41087192,导管消融,[],[]
DIS-CARD-ARR-AT,房性心动过速,TreatmentPlan,[],[],[],PLAN-CARD-6C7D6A045FA6,房性心动过速治疗方案,[],[]
DIS-CARD-ARR-AT,房性心动过速,TreatmentPlan,[],[],[],PLAN-CARD-A1C4E6332D38,抗凝治疗,[],[]
DIS-CARD-ARR-AT,房性心动过速,TreatmentPlan,[],[],[],PLAN-CARD-TEXT-655F4B37BC,控制心室率,[],[]
DIS-CARD-ARR-AVB,房室传导阻滞,ClinicalRule,[],[],[],CARD-SKELETON-FULL-20260709-DIFFERENTIALDIAGNOSIS-A6DF09C52922FA7A,房室传导阻滞可以发生在房室结、希氏束以及束支等不同的部位,[],[]
DIS-CARD-ARR-AVB,房室传导阻滞,ClinicalRule,['B'],[],[],RULE-CDSS-BRADYAVB-ARR-AVB-03-01-TREAT,房室传导阻滞治疗决策阶段规则,[],['Ⅰ']
DIS-CARD-ARR-AVB,房室传导阻滞,ClinicalRule,['N/A'],['当房颤病人的心室律变得规则，应考虑以下的可能性：①恢复窦性心律；②转变为房性心动过速； ③转变为房扑（固定的房室传导比率）；④发生房室交界性心动过速或室性心动过速。如心室律变为慢而规则（30～60 次 / 分），提示可能出现完全性房室传导阻滞。心电图检查有助于确立诊断。房颤病人并发房室交界性与室性心动过速或完全性房室传导阻滞，常见原因是洋地黄中毒。'],[],RULE-CDSS-BRADYAVB-ARR-AVB-01-01-DIAG,房室传导阻滞诊断确认阶段规则,[],['N/A']
DIS-CARD-ARR-AVB,房室传导阻滞,ClinicalRule,['B'],[],[],RULE-CDSS-BRADYAVB-ARR-AVB-04-01-FOLLOW,房室传导阻滞随访管理阶段规则,[],['Ⅰ']
DIS-CARD-ARR-AVB,房室传导阻滞,ClinicalRule,['B'],[],[],RULE-CDSS-BRADYAVB-ARR-AVB-02-01-RISK,房室传导阻滞风险分层阶段规则,[],['Ⅰ']
DIS-CARD-ARR-AVB,房室传导阻滞,DiagnosisCriteria,[],[],[],DX-CARD-5F28B989F353,心电图传导阻滞诊断依据,[],[]
DIS-CARD-ARR-AVB,房室传导阻滞,Medication,[],[],[],MED-DIURETIC,利尿剂,[],[]
DIS-CARD-ARR-AVB,房室传导阻滞,Medication,[],[],[],MED-CARD-669F94E52F61,异丙肾上腺素,[],[]
DIS-CARD-ARR-AVB,房室传导阻滞,Medication,[],[],[],MED-CARD-TEXT-93710567D3,洋地黄类药物,[],[]
DIS-CARD-ARR-AVB,房室传导阻滞,Medication,[],[],[],MED-CARD-55157DA54154,硝酸酯类药物,[],[]
DIS-CARD-ARR-AVB,房室传导阻滞,Medication,[],[],[],MED-AMIODARONE,胺碘酮,[],[]
DIS-CARD-ARR-AVB,房室传导阻滞,Medication,[],[],[],MED-CARD-TEXT-B905AF3E59,血管紧张素Ⅱ受体拮抗剂,[],[]
DIS-CARD-ARR-AVB,房室传导阻滞,Medication,[],[],[],MED-CARD-E40082221530,血管紧张素转换酶抑制剂,[],[]
DIS-CARD-ARR-AVB,房室传导阻滞,Medication,[],[],[],MED-CARD-TEXT-4E1713BBBA,醛固酮受体拮抗剂,[],[]
DIS-CARD-ARR-AVB,房室传导阻滞,Medication,[],[],[],MED-CARD-TEXT-28E925C6DE,钙通道阻滞剂,[],[]
DIS-CARD-ARR-AVB,房室传导阻滞,Medication,[],[],[],MED-CARD-EF0B44CD1F78,阿托品,[],[]
DIS-CARD-ARR-AVB,房室传导阻滞,Procedure,[],[],[],PROC-CARD-B69847521FA1,临时心脏起搏,[],[]
DIS-CARD-ARR-AVB,房室传导阻滞,Procedure,[],[],[],PROC-CARD-BA093052CBC6,导管消融,[],[]
DIS-CARD-ARR-AVB,房室传导阻滞,Procedure,[],[],[],PROC-CARD-TEXT-84551F84B4,射频消融术,[],[]
DIS-CARD-ARR-AVB,房室传导阻滞,Procedure,[],[],[],PROC-CARD-TEXT-D2C1F9E289,心脏再同步治疗,[],[]
DIS-CARD-ARR-AVB,房室传导阻滞,Procedure,[],[],[],PROC-CARD-TEXT-D9A9D30763,植入式心律转复除颤器,[],[]
DIS-CARD-ARR-AVB,房室传导阻滞,Procedure,[],[],[],PROC-CARD-E9ADC25A25E3,经皮冠状动脉介入治疗,[],[]
DIS-CARD-ARR-AVB,房室传导阻滞,Procedure,[],[],[],PROC-CARD-TEXT-23F5CDA89B,起搏器植入,[],[]
DIS-CARD-ARR-AVB,房室传导阻滞,TreatmentPlan,[],[],[],CARD-SKELETON-FULL-20260709-TREATMENTPLAN-D355EC5DA6033AF6,也可见于电解质紊乱（如高钾血症）、药物中毒（如洋地黄中毒）及心脏手术损伤（心脏瓣膜手术、导管消融术等）,[],[]
DIS-CARD-ARR-AVB,房室传导阻滞,TreatmentPlan,[],[],[],PLAN-CARD-TEXT-7CC38FBA6F,复律治疗,[],[]
DIS-CARD-ARR-AVB,房室传导阻滞,TreatmentPlan,[],[],[],CARD-SKELETON-FULL-20260709-TREATMENTPLAN-F0FFE784C9505FA2,心房和心室的节律由各自独立的起搏点控制,[],[]
DIS-CARD-ARR-AVB,房室传导阻滞,TreatmentPlan,[],[],[],PLAN-CARD-4902C4C10300,房室传导阻滞治疗方案,[],[]
DIS-CARD-ARR-AVB,房室传导阻滞,TreatmentPlan,[],[],[],PLAN-CARD-A1C4E6332D38,抗凝治疗,[],[]
DIS-CARD-ARR-AVB,房室传导阻滞,TreatmentPlan,[],[],[],PLAN-CARD-TEXT-655F4B37BC,控制心室率,[],[]
DIS-CARD-ARR-AVB,房室传导阻滞,TreatmentPlan,[],[],[],PLAN-CARD-TEXT-EEF9C97B59,血运重建,[],[]
DIS-CARD-ARR-AVB,房室传导阻滞,TreatmentPlan,[],[],[],PLAN-CARD-F7FB7035330D,起搏治疗,[],[]
DIS-CARD-ARR-AVB1,一度房室传导阻滞,ClinicalRule,['B'],[],[],RULE-CDSS-BRADYAVB-ARR-AVB1-03-01-TREAT,一度房室传导阻滞治疗决策阶段规则,[],['Ⅱa']
DIS-CARD-ARR-AVB1,一度房室传导阻滞,ClinicalRule,['B'],[],[],RULE-CDSS-BRADYAVB-ARR-AVB1-01-01-DIAG,一度房室传导阻滞诊断确认阶段规则,[],['Ⅱa']
DIS-CARD-ARR-AVB1,一度房室传导阻滞,ClinicalRule,['B'],[],[],RULE-CDSS-BRADYAVB-ARR-AVB1-04-01-FOLLOW,一度房室传导阻滞随访管理阶段规则,[],['Ⅱa']
DIS-CARD-ARR-AVB1,一度房室传导阻滞,ClinicalRule,['B'],[],[],RULE-CDSS-BRADYAVB-ARR-AVB1-02-01-RISK,一度房室传导阻滞风险分层阶段规则,[],['Ⅱa']
DIS-CARD-ARR-AVB1,一度房室传导阻滞,DiagnosisCriteria,[],[],[],DX-CARD-5F28B989F353,心电图传导阻滞诊断依据,[],[]
DIS-CARD-ARR-AVB1,一度房室传导阻滞,TreatmentPlan,[],[],[],PLAN-CARD-85C17399C1E4,一度房室传导阻滞治疗方案,[],[]
DIS-CARD-ARR-AVB2,二度房室传导阻滞,ClinicalRule,['未分级/指南未显式标注'],[],[],RULE-CDSS-BRADYAVB-ARR-AVB2-03-01-TREAT,二度房室传导阻滞治疗决策阶段规则,[],['未分级/指南未显式标注']
DIS-CARD-ARR-AVB2,二度房室传导阻滞,ClinicalRule,['未分级/指南未显式标注'],[],[],RULE-CDSS-BRADYAVB-ARR-AVB2-01-01-DIAG,二度房室传导阻滞诊断确认阶段规则,[],['未分级/指南未显式标注']
