batch_id,disease_code,disease_name,relation_id,relation_type,target_code,target_name,missing_fields,review_focus,pharmacist_decision,pharmacist_comment
BATCH-CARD-CAD-20260623-001,DIS-CARD-CAD-AMI,急性心肌梗死,REL-35A7680DB4B2E37EFC0F,treated_by_medication,MED-CARD-86E5A960E1BF,P2Y12受体抑制剂,applicable_population;clinical_review_status;clinical_rule_or_clinical_pathway;exclusion_or_contraindication;medication_contraindication;medication_dosage;medication_interaction;recommendation_class_and_evidence_level,重点确认：药物禁忌、药物剂量、药物相互作用,,
BATCH-CARD-CAD-20260623-001,DIS-CARD-CAD-AMI,急性心肌梗死,REL-D0793307448F7070F2D5,treated_by_medication,MED-CARD-9F606AC80BFD,阿司匹林,applicable_population;clinical_review_status;clinical_rule_or_clinical_pathway;exclusion_or_contraindication;medication_contraindication;medication_dosage;medication_interaction;recommendation_class_and_evidence_level,重点确认：药物禁忌、药物剂量、药物相互作用,,
BATCH-CARD-CAD-20260623-001,DIS-CARD-CAD-AMI,急性心肌梗死,REL-EBCFE3F841554FAAD067,treated_by_medication,MED-CARD-C015B7A5655A,血管紧张素Ⅱ受体阻滞剂,applicable_population;clinical_review_status;clinical_rule_or_clinical_pathway;exclusion_or_contraindication;medication_contraindication;medication_dosage;medication_interaction;recommendation_class_and_evidence_level,重点确认：药物禁忌、药物剂量、药物相互作用,,
BATCH-CARD-CAD-20260623-001,DIS-CARD-CAD-AMI,急性心肌梗死,REL-435B67A7F0E669468552,treated_by_medication,MED-CARD-C9175F150C3D,美托洛尔,applicable_population;clinical_review_status;clinical_rule_or_clinical_pathway;exclusion_or_contraindication;medication_contraindication;medication_dosage;medication_interaction,重点确认：药物禁忌、药物剂量、药物相互作用,,
BATCH-CARD-CAD-20260623-001,DIS-CARD-CAD-AMI,急性心肌梗死,REL-664382F2B57760EEEEE4,treated_by_medication,MED-CARD-CC1DDBE4EFA8,硝酸甘油,applicable_population;clinical_review_status;clinical_rule_or_clinical_pathway;exclusion_or_contraindication;medication_contraindication;medication_dosage;medication_interaction;recommendation_class_and_evidence_level,重点确认：药物禁忌、药物剂量、药物相互作用,,
BATCH-CARD-CAD-20260623-001,DIS-CARD-CAD-AMI,急性心肌梗死,REL-3E5FB42580F357BD9034,treated_by_medication,MED-CARD-DAE0F0B68F1D,他汀类药物,applicable_population;clinical_review_status;clinical_rule_or_clinical_pathway;exclusion_or_contraindication;medication_contraindication;medication_dosage;medication_interaction;recommendation_class_and_evidence_level,重点确认：药物禁忌、药物剂量、药物相互作用,,
BATCH-CARD-CAD-20260623-001,DIS-CARD-CAD-AMI,急性心肌梗死,REL-4624CEDC75994A908628,treated_by_medication,MED-CARD-E40082221530,血管紧张素转换酶抑制剂,applicable_population;clinical_review_status;clinical_rule_or_clinical_pathway;exclusion_or_contraindication;medication_contraindication;medication_dosage;medication_interaction;recommendation_class_and_evidence_level,重点确认：药物禁忌、药物剂量、药物相互作用,,
BATCH-CARD-CAD-20260623-001,DIS-CARD-CAD-AMI,急性心肌梗死,REL-1E13F1CEA31D15C8DA50,treated_by_medication,MED-CARD-EAA01CFD434E,氯吡格雷,applicable_population;clinical_review_status;clinical_rule_or_clinical_pathway;exclusion_or_contraindication;medication_contraindication;medication_dosage;medication_interaction;recommendation_class_and_evidence_level,重点确认：药物禁忌、药物剂量、药物相互作用,,
BATCH-CARD-CAD-20260623-001,DIS-CARD-CAD-CCS,慢性冠脉综合征,REL-AC0D1E52B666B7C2C4AF,treated_by_medication,MED-BETA-BLOCKER,β受体拮抗剂,applicable_population;clinical_review_status;clinical_rule_or_clinical_pathway;exclusion_or_contraindication;medication_contraindication;medication_dosage;medication_interaction;recommendation_class_and_evidence_level,重点确认：药物禁忌、药物剂量、药物相互作用,,
BATCH-CARD-CAD-20260623-001,DIS-CARD-CAD-CCS,慢性冠脉综合征,REL-CA7AEFD7D53B64FDDC3E,treated_by_medication,MED-CARD-00A158EBF21E,替格瑞洛,applicable_population;clinical_review_status;clinical_rule_or_clinical_pathway;exclusion_or_contraindication;medication_contraindication;medication_dosage;medication_interaction;recommendation_class_and_evidence_level,重点确认：药物禁忌、药物剂量、药物相互作用,,
BATCH-CARD-CAD-20260623-001,DIS-CARD-CAD-CCS,慢性冠脉综合征,REL-0379061B31D469489B06,treated_by_medication,MED-CARD-0D29A60A2A91,普拉格雷,applicable_population;clinical_review_status;clinical_rule_or_clinical_pathway;exclusion_or_contraindication;medication_contraindication;medication_dosage;medication_interaction;recommendation_class_and_evidence_level,重点确认：药物禁忌、药物剂量、药物相互作用,,
BATCH-CARD-CAD-20260623-001,DIS-CARD-CAD-CCS,慢性冠脉综合征,REL-FF75C197CAD5D1180AFB,treated_by_medication,MED-CARD-86E5A960E1BF,P2Y12受体抑制剂,applicable_population;clinical_review_status;clinical_rule_or_clinical_pathway;exclusion_or_contraindication;medication_contraindication;medication_dosage;medication_interaction;recommendation_class_and_evidence_level,重点确认：药物禁忌、药物剂量、药物相互作用,,
BATCH-CARD-CAD-20260623-001,DIS-CARD-CAD-CCS,慢性冠脉综合征,REL-026406C403E2C7C60677,treated_by_medication,MED-CARD-9F606AC80BFD,阿司匹林,applicable_population;clinical_review_status;clinical_rule_or_clinical_pathway;exclusion_or_contraindication;medication_contraindication;medication_dosage;medication_interaction;recommendation_class_and_evidence_level,重点确认：药物禁忌、药物剂量、药物相互作用,,
BATCH-CARD-CAD-20260623-001,DIS-CARD-CAD-CCS,慢性冠脉综合征,REL-FCFDFC29E88BE12C9254,treated_by_medication,MED-CARD-C015B7A5655A,血管紧张素Ⅱ受体阻滞剂,applicable_population;clinical_review_status;clinical_rule_or_clinical_pathway;exclusion_or_contraindication;medication_contraindication;medication_dosage;medication_interaction;recommendation_class_and_evidence_level,重点确认：药物禁忌、药物剂量、药物相互作用,,
BATCH-CARD-CAD-20260623-001,DIS-CARD-CAD-CCS,慢性冠脉综合征,REL-6AD7908C67D2F71AB67B,treated_by_medication,MED-CARD-DAE0F0B68F1D,他汀类药物,applicable_population;clinical_review_status;clinical_rule_or_clinical_pathway;exclusion_or_contraindication;medication_contraindication;medication_dosage;medication_interaction;recommendation_class_and_evidence_level,重点确认：药物禁忌、药物剂量、药物相互作用,,
BATCH-CARD-CAD-20260623-001,DIS-CARD-CAD-CCS,慢性冠脉综合征,REL-D3035F2047CDAEB43F1E,treated_by_medication,MED-CARD-E40082221530,血管紧张素转换酶抑制剂,applicable_population;clinical_review_status;clinical_rule_or_clinical_pathway;exclusion_or_contraindication;medication_contraindication;medication_dosage;medication_interaction;recommendation_class_and_evidence_level,重点确认：药物禁忌、药物剂量、药物相互作用,,
BATCH-CARD-CAD-20260623-001,DIS-CARD-CAD-CCS,慢性冠脉综合征,REL-CE2EA5E142745F820377,treated_by_medication,MED-CARD-EAA01CFD434E,氯吡格雷,applicable_population;clinical_review_status;clinical_rule_or_clinical_pathway;exclusion_or_contraindication;medication_contraindication;medication_dosage;medication_interaction;recommendation_class_and_evidence_level,重点确认：药物禁忌、药物剂量、药物相互作用,,
BATCH-CARD-CAD-20260623-001,DIS-CARD-CAD-NSTEMI,非ST段抬高型心肌梗死,REL-2F5327A84D76B7A0FC33,treated_by_medication,MED-CARD-00A158EBF21E,替格瑞洛,applicable_population;clinical_review_status;clinical_rule_or_clinical_pathway;exclusion_or_contraindication;medication_contraindication;medication_dosage;medication_interaction,重点确认：药物禁忌、药物剂量、药物相互作用,,
BATCH-CARD-CAD-20260623-001,DIS-CARD-CAD-NSTEMI,非ST段抬高型心肌梗死,REL-720BD626CEF93798206A,treated_by_medication,MED-CARD-9F606AC80BFD,阿司匹林,applicable_population;clinical_review_status;clinical_rule_or_clinical_pathway;exclusion_or_contraindication;medication_contraindication;medication_dosage;medication_interaction,重点确认：药物禁忌、药物剂量、药物相互作用,,
BATCH-CARD-CAD-20260623-001,DIS-CARD-CAD-NSTEMI,非ST段抬高型心肌梗死,REL-BE626CFF9A029291D6EA,treated_by_medication,MED-CARD-EAA01CFD434E,氯吡格雷,applicable_population;clinical_review_status;clinical_rule_or_clinical_pathway;exclusion_or_contraindication;medication_contraindication;medication_dosage;medication_interaction;recommendation_class_and_evidence_level,重点确认：药物禁忌、药物剂量、药物相互作用,,
BATCH-CARD-CAD-20260623-001,DIS-CARD-CAD-OLD-MI,陈旧性心肌梗死,REL-70B0D07954E3CD03616B,treated_by_medication,MED-CARD-00A158EBF21E,替格瑞洛,applicable_population;clinical_review_status;clinical_rule_or_clinical_pathway;exclusion_or_contraindication;medication_contraindication;medication_dosage;medication_interaction,重点确认：药物禁忌、药物剂量、药物相互作用,,
BATCH-CARD-CAD-20260623-001,DIS-CARD-CAD-OLD-MI,陈旧性心肌梗死,REL-23C30ABFD37EB57221E0,treated_by_medication,MED-CARD-86E5A960E1BF,P2Y12受体抑制剂,applicable_population;clinical_review_status;clinical_rule_or_clinical_pathway;exclusion_or_contraindication;medication_contraindication;medication_dosage;medication_interaction,重点确认：药物禁忌、药物剂量、药物相互作用,,
BATCH-CARD-CAD-20260623-001,DIS-CARD-CAD-OLD-MI,陈旧性心肌梗死,REL-10502B85D3D23498958E,treated_by_medication,MED-CARD-9F606AC80BFD,阿司匹林,applicable_population;clinical_review_status;clinical_rule_or_clinical_pathway;exclusion_or_contraindication;medication_contraindication;medication_dosage;medication_interaction;recommendation_class_and_evidence_level,重点确认：药物禁忌、药物剂量、药物相互作用,,
BATCH-CARD-CAD-20260623-001,DIS-CARD-CAD-OLD-MI,陈旧性心肌梗死,REL-5AB1C56C10096AB7B4CF,treated_by_medication,MED-CARD-EAA01CFD434E,氯吡格雷,applicable_population;clinical_review_status;clinical_rule_or_clinical_pathway;exclusion_or_contraindication;medication_contraindication;medication_dosage;medication_interaction,重点确认：药物禁忌、药物剂量、药物相互作用,,
BATCH-CARD-CAD-20260623-001,DIS-CARD-CAD-STABLE-ANGINA,稳定型心绞痛,REL-14A755F352719A8FE2CC,treated_by_medication,MED-BETA-BLOCKER,β受体拮抗剂,applicable_population;clinical_review_status;clinical_rule_or_clinical_pathway;exclusion_or_contraindication;medication_contraindication;medication_dosage;medication_interaction;recommendation_class_and_evidence_level,重点确认：药物禁忌、药物剂量、药物相互作用,,
BATCH-CARD-CAD-20260623-001,DIS-CARD-CAD-STABLE-ANGINA,稳定型心绞痛,REL-E3CFE5657B5CC994C007,treated_by_medication,MED-CARD-00A158EBF21E,替格瑞洛,applicable_population;clinical_review_status;clinical_rule_or_clinical_pathway;exclusion_or_contraindication;medication_contraindication;medication_dosage;medication_interaction;recommendation_class_and_evidence_level,重点确认：药物禁忌、药物剂量、药物相互作用,,
BATCH-CARD-CAD-20260623-001,DIS-CARD-CAD-STABLE-ANGINA,稳定型心绞痛,REL-A87D185A49BC0117C654,treated_by_medication,MED-CARD-86E5A960E1BF,P2Y12受体抑制剂,applicable_population;clinical_review_status;clinical_rule_or_clinical_pathway;exclusion_or_contraindication;medication_contraindication;medication_dosage;medication_interaction;recommendation_class_and_evidence_level,重点确认：药物禁忌、药物剂量、药物相互作用,,
BATCH-CARD-CAD-20260623-001,DIS-CARD-CAD-STABLE-ANGINA,稳定型心绞痛,REL-677BDF3C676EBE6A7455,treated_by_medication,MED-CARD-9F606AC80BFD,阿司匹林,applicable_population;clinical_review_status;clinical_rule_or_clinical_pathway;exclusion_or_contraindication;medication_contraindication;medication_dosage;medication_interaction;recommendation_class_and_evidence_level,重点确认：药物禁忌、药物剂量、药物相互作用,,
BATCH-CARD-CAD-20260623-001,DIS-CARD-CAD-STABLE-ANGINA,稳定型心绞痛,REL-965474C2DFD5EC226596,treated_by_medication,MED-CARD-E40082221530,血管紧张素转换酶抑制剂,applicable_population;clinical_review_status;clinical_rule_or_clinical_pathway;exclusion_or_contraindication;medication_contraindication;medication_dosage;medication_interaction;recommendation_class_and_evidence_level,重点确认：药物禁忌、药物剂量、药物相互作用,,
BATCH-CARD-CAD-20260623-001,DIS-CARD-CAD-STABLE-ANGINA,稳定型心绞痛,REL-C1EE1FB8D0DF34E30552,treated_by_medication,MED-CARD-EAA01CFD434E,氯吡格雷,applicable_population;clinical_review_status;clinical_rule_or_clinical_pathway;exclusion_or_contraindication;medication_contraindication;medication_dosage;medication_interaction;recommendation_class_and_evidence_level,重点确认：药物禁忌、药物剂量、药物相互作用,,
BATCH-CARD-CAD-20260623-001,DIS-CARD-CAD-STEMI,ST段抬高型心肌梗死,REL-C1F7BD6C8F195A8D5501,treated_by_medication,MED-BETA-BLOCKER,β受体拮抗剂,applicable_population;clinical_review_status;clinical_rule_or_clinical_pathway;exclusion_or_contraindication;medication_contraindication;medication_dosage;medication_interaction,重点确认：药物禁忌、药物剂量、药物相互作用,,
BATCH-CARD-CAD-20260623-001,DIS-CARD-CAD-STEMI,ST段抬高型心肌梗死,REL-3D2451799FE923F4CF43,treated_by_medication,MED-CARD-00A158EBF21E,替格瑞洛,applicable_population;clinical_review_status;clinical_rule_or_clinical_pathway;exclusion_or_contraindication;medication_contraindication;medication_dosage;medication_interaction,重点确认：药物禁忌、药物剂量、药物相互作用,,
BATCH-CARD-CAD-20260623-001,DIS-CARD-CAD-STEMI,ST段抬高型心肌梗死,REL-530BABA162DD6E9E1E77,treated_by_medication,MED-CARD-86E5A960E1BF,P2Y12受体抑制剂,applicable_population;clinical_review_status;clinical_rule_or_clinical_pathway;exclusion_or_contraindication;medication_contraindication;medication_dosage;medication_interaction,重点确认：药物禁忌、药物剂量、药物相互作用,,
BATCH-CARD-CAD-20260623-001,DIS-CARD-CAD-STEMI,ST段抬高型心肌梗死,REL-C62CFEF726098A0671C5,treated_by_medication,MED-CARD-9F606AC80BFD,阿司匹林,applicable_population;clinical_review_status;clinical_rule_or_clinical_pathway;exclusion_or_contraindication;medication_contraindication;medication_dosage;medication_interaction,重点确认：药物禁忌、药物剂量、药物相互作用,,
BATCH-CARD-CAD-20260623-001,DIS-CARD-CAD-STEMI,ST段抬高型心肌梗死,REL-004453388E0B733112F0,treated_by_medication,MED-CARD-C9175F150C3D,美托洛尔,applicable_population;clinical_review_status;clinical_rule_or_clinical_pathway;exclusion_or_contraindication;medication_contraindication;medication_dosage;medication_interaction,重点确认：药物禁忌、药物剂量、药物相互作用,,
BATCH-CARD-CAD-20260623-001,DIS-CARD-CAD-STEMI,ST段抬高型心肌梗死,REL-F16299D572ED56B6CAFC,treated_by_medication,MED-CARD-CC1DDBE4EFA8,硝酸甘油,applicable_population;clinical_review_status;clinical_rule_or_clinical_pathway;exclusion_or_contraindication;medication_contraindication;medication_dosage;medication_interaction;recommendation_class_and_evidence_level,重点确认：药物禁忌、药物剂量、药物相互作用,,
BATCH-CARD-CAD-20260623-001,DIS-CARD-CAD-STEMI,ST段抬高型心肌梗死,REL-BB91226CF405075814E8,treated_by_medication,MED-CARD-E40082221530,血管紧张素转换酶抑制剂,applicable_population;clinical_review_status;clinical_rule_or_clinical_pathway;exclusion_or_contraindication;medication_contraindication;medication_dosage;medication_interaction;recommendation_class_and_evidence_level,重点确认：药物禁忌、药物剂量、药物相互作用,,
BATCH-CARD-CAD-20260623-001,DIS-CARD-CAD-STEMI,ST段抬高型心肌梗死,REL-8CA4EE7770A43409E38F,treated_by_medication,MED-CARD-EAA01CFD434E,氯吡格雷,applicable_population;clinical_review_status;clinical_rule_or_clinical_pathway;exclusion_or_contraindication;medication_contraindication;medication_dosage;medication_interaction,重点确认：药物禁忌、药物剂量、药物相互作用,,
BATCH-CARD-CAD-20260623-001,DIS-CARD-CAD-UA,不稳定型心绞痛,REL-4A4510AFA9BBDA5AC031,treated_by_medication,MED-CARD-00A158EBF21E,替格瑞洛,applicable_population;clinical_review_status;clinical_rule_or_clinical_pathway;exclusion_or_contraindication;medication_contraindication;medication_dosage;medication_interaction;recommendation_class_and_evidence_level,重点确认：药物禁忌、药物剂量、药物相互作用,,
BATCH-CARD-CAD-20260623-001,DIS-CARD-CAD-UA,不稳定型心绞痛,REL-8B6EA7816D63C849D002,treated_by_medication,MED-CARD-EAA01CFD434E,氯吡格雷,applicable_population;clinical_review_status;clinical_rule_or_clinical_pathway;exclusion_or_contraindication;medication_contraindication;medication_dosage;medication_interaction;recommendation_class_and_evidence_level,重点确认：药物禁忌、药物剂量、药物相互作用,,
BATCH-CARD-CAD-20260623-001,DIS-CARD-CAD-STABLE-ANGINA,稳定型心绞痛,REL-5B6E5E67494A,treated_by_medication,MED-CARD-55157DA54154,硝酸酯类药物,applicable_population;clinical_review_status;clinical_rule_or_clinical_pathway;exclusion_or_contraindication;medication_contraindication;medication_dosage;medication_interaction;recommendation_class_and_evidence_level,重点确认：药物禁忌、药物剂量、药物相互作用,,
BATCH-CARD-CAD-20260623-001,DIS-CARD-CAD-STABLE-ANGINA,稳定型心绞痛,REL-7B3B00546959,treated_by_medication,MED-CARD-TEXT-28E925C6DE,钙通道阻滞剂,applicable_population;clinical_review_status;clinical_rule_or_clinical_pathway;exclusion_or_contraindication;medication_contraindication;medication_dosage;medication_interaction;recommendation_class_and_evidence_level,重点确认：药物禁忌、药物剂量、药物相互作用,,
BATCH-CARD-CAD-20260623-001,DIS-CARD-CAD-STABLE-ANGINA,稳定型心绞痛,REL-CD88DA019CA0,treated_by_medication,MED-CARD-TEXT-B905AF3E59,血管紧张素Ⅱ受体拮抗剂,applicable_population;clinical_review_status;clinical_rule_or_clinical_pathway;exclusion_or_contraindication;medication_contraindication;medication_dosage;medication_interaction;recommendation_class_and_evidence_level,重点确认：药物禁忌、药物剂量、药物相互作用,,
BATCH-CARD-CAD-20260623-001,DIS-CARD-CAD-STABLE-ANGINA,稳定型心绞痛,REL-2AFF1363D903,treated_by_medication,MED-CARD-TEXT-4E798D0AB2,抗血小板药物,applicable_population;clinical_review_status;clinical_rule_or_clinical_pathway;exclusion_or_contraindication;medication_contraindication;medication_dosage;medication_interaction;recommendation_class_and_evidence_level,重点确认：药物禁忌、药物剂量、药物相互作用,,
BATCH-CARD-CAD-20260623-001,DIS-CARD-CAD-STABLE-ANGINA,稳定型心绞痛,REL-D079CAF50927,treated_by_medication,MED-CARD-DAE0F0B68F1D,他汀类药物,applicable_population;clinical_review_status;clinical_rule_or_clinical_pathway;exclusion_or_contraindication;medication_contraindication;medication_dosage;medication_interaction;recommendation_class_and_evidence_level,重点确认：药物禁忌、药物剂量、药物相互作用,,
BATCH-CARD-CAD-20260623-001,DIS-CARD-CAD-ICM,缺血性心肌病,REL-E7DB3B5B35AF,treated_by_medication,MED-CARD-E40082221530,血管紧张素转换酶抑制剂,applicable_population;clinical_review_status;clinical_rule_or_clinical_pathway;exclusion_or_contraindication;medication_contraindication;medication_dosage;medication_interaction;recommendation_class_and_evidence_level,重点确认：药物禁忌、药物剂量、药物相互作用,,
BATCH-CARD-CAD-20260623-001,DIS-CARD-CAD-ICM,缺血性心肌病,REL-EAAC73B1441D,treated_by_medication,MED-CARD-TEXT-B905AF3E59,血管紧张素Ⅱ受体拮抗剂,applicable_population;clinical_review_status;clinical_rule_or_clinical_pathway;exclusion_or_contraindication;medication_contraindication;medication_dosage;medication_interaction;recommendation_class_and_evidence_level,重点确认：药物禁忌、药物剂量、药物相互作用,,
BATCH-CARD-CAD-20260623-001,DIS-CARD-CAD-ACS,急性冠脉综合征,REL-1D1A668E5E71,treated_by_medication,MED-CARD-55157DA54154,硝酸酯类药物,applicable_population;clinical_review_status;clinical_rule_or_clinical_pathway;exclusion_or_contraindication;medication_contraindication;medication_dosage;medication_interaction;recommendation_class_and_evidence_level,重点确认：药物禁忌、药物剂量、药物相互作用,,
BATCH-CARD-CAD-20260623-001,DIS-CARD-CAD-ACS,急性冠脉综合征,REL-478C859E406E,treated_by_medication,MED-CARD-TEXT-28E925C6DE,钙通道阻滞剂,applicable_population;clinical_review_status;clinical_rule_or_clinical_pathway;exclusion_or_contraindication;medication_contraindication;medication_dosage;medication_interaction;recommendation_class_and_evidence_level,重点确认：药物禁忌、药物剂量、药物相互作用,,
BATCH-CARD-CAD-20260623-001,DIS-CARD-CAD-ACS,急性冠脉综合征,REL-E66F180E0406,treated_by_medication,MED-CARD-TEXT-4E798D0AB2,抗血小板药物,applicable_population;clinical_review_status;clinical_rule_or_clinical_pathway;exclusion_or_contraindication;medication_contraindication;medication_dosage;medication_interaction;recommendation_class_and_evidence_level,重点确认：药物禁忌、药物剂量、药物相互作用,,
BATCH-CARD-CAD-20260623-001,DIS-CARD-CAD-UA,不稳定型心绞痛,REL-924D2CFA8682,treated_by_medication,MED-CARD-55157DA54154,硝酸酯类药物,applicable_population;clinical_review_status;clinical_rule_or_clinical_pathway;exclusion_or_contraindication;medication_contraindication;medication_dosage;medication_interaction;recommendation_class_and_evidence_level,重点确认：药物禁忌、药物剂量、药物相互作用,,
BATCH-CARD-CAD-20260623-001,DIS-CARD-CAD-AMI,急性心肌梗死,REL-054898C65875,treated_by_medication,MED-CARD-TEXT-93710567D3,洋地黄类药物,applicable_population;clinical_review_status;clinical_rule_or_clinical_pathway;exclusion_or_contraindication;medication_contraindication;medication_dosage;medication_interaction;recommendation_class_and_evidence_level,重点确认：药物禁忌、药物剂量、药物相互作用,,
BATCH-CARD-CAD-20260623-001,DIS-CARD-CAD-AMI,急性心肌梗死,REL-087EB1F3B9F0,treated_by_medication,MED-CARD-TEXT-28E925C6DE,钙通道阻滞剂,applicable_population;clinical_review_status;clinical_rule_or_clinical_pathway;exclusion_or_contraindication;medication_contraindication;medication_dosage;medication_interaction;recommendation_class_and_evidence_level,重点确认：药物禁忌、药物剂量、药物相互作用,,
BATCH-CARD-CAD-20260623-001,DIS-CARD-CAD-AMI,急性心肌梗死,REL-19AB2B9944F9,treated_by_medication,MED-CARD-TEXT-D07193A49C,溶栓药物,applicable_population;clinical_review_status;clinical_rule_or_clinical_pathway;exclusion_or_contraindication;medication_contraindication;medication_dosage;medication_interaction;recommendation_class_and_evidence_level,重点确认：药物禁忌、药物剂量、药物相互作用,,
