batch_id,relation_id,source_code,source_name,relation_type,target_code,target_name,target_type,missing_fields,clinical_review_status,evidence_source_chain,evidence_text_sample,required_action,clinical_review_decision,reviewer_name,reviewer_role,reviewed_at,expert_comment,applicable_population,exclusion_or_contraindication,clinical_rule_or_clinical_pathway,recommendation_class,evidence_level,medication_dosage,medication_contraindication,medication_interaction,medication_aliases
BATCH-CARD-CAD-20260623-001,REL-3EADF13F934DBBF64295,DIS-CARD-CAD-ACS,急性冠脉综合征,has_treatment_plan,PLAN-CARD-3972CBC8228B,再灌注治疗,TreatmentPlan,applicable_population;clinical_review_status;clinical_rule_or_clinical_pathway;exclusion_or_contraindication;recommendation_class_and_evidence_level,pending_clinical_review,CCS CN 2024.pdf#p2#EVD-E5C705B040C0025C6E85-ACS | NSTE-ACS CN 2024.pdf#p9#EVD-E5C705B040C0025C6E85-ACS | NSTE-ACS CN 2024.pdf#p16#EVD-E5C705B040C0025C6E85-ACS,再进行辅助 ACS；通过验前概率评估CCS 有多项随机对照研究或荟萃分析的数据 概率的高低决定检查项目，如概率 A 检查，根据CCS 有单项随机对照研究或多项大型非随机研究的数据 较高，应接受心肌缺血检查（影像学检查）；如概率 B 专家共识意见，和（或）小型研究，回顾性分析及登记 C 研究 较低，基本排除CCS，应积极进行其他检查或考虑 危险因素控制；确认冠脉狭窄后，明确患者的事件 风险。根据以上检查和评估结果制定治疗方案，包 CCS的定义 括血运重建和药物治疗。无论CCS类别如何，初始 指冠脉粥样硬化斑块破裂或侵,补齐缺失字段；临床专家审核后填写 approve/reject/revise；未审核不得进入正式 CDSS。,,,,,,,,,,,,,,
BATCH-CARD-CAD-20260623-001,REL-BA3B9903A5C7F89E878A,DIS-CARD-CAD-ACS,急性冠脉综合征,has_treatment_plan,PLAN-CARD-42FD049DCDB5,抗血小板治疗,TreatmentPlan,applicable_population;clinical_review_status;clinical_rule_or_clinical_pathway;exclusion_or_contraindication;recommendation_class_and_evidence_level,pending_clinical_review,CCS CN 2024.pdf#p5#EVD-2597FF9258EBD156B602-ACS | CCS CN 2024.pdf#p6#EVD-2597FF9258EBD156B602-ACS | CCS CN 2024.pdf#p7#EVD-2597FF9258EBD156B602-ACS,可考虑应用环氧化 受体 酶⁃1（cyclooxygenase⁃1，COX⁃1）抑制剂、P2Y12 一、药物治疗 抑制剂长期治疗，PCI 患者双联抗血小板治疗（dual 患者药物治疗的目标在于缓解症状、提高 CCS antiplatelet therapy，DAPT）的时长需综合考虑其总 表8 慢性冠脉综合征患者无创检查方式的风险定义,补齐缺失字段；临床专家审核后填写 approve/reject/revise；未审核不得进入正式 CDSS。,,,,,,,,,,,,,,
BATCH-CARD-CAD-20260623-001,REL-FC06D851FDE4B1568256,DIS-CARD-CAD-AMI,急性心肌梗死,has_treatment_plan,PLAN-CARD-3972CBC8228B,再灌注治疗,TreatmentPlan,applicable_population;clinical_review_status;clinical_rule_or_clinical_pathway;exclusion_or_contraindication;recommendation_class_and_evidence_level,pending_clinical_review,2018 STEMI院前溶栓治疗中国专家共识.pdf#p2#EVD-9A1C41BB38E3029E07C5-AMI | 2018 STEMI院前溶栓治疗中国专家共识.pdf#p2#EVD-9A1C41BB38E3029E07C5-AMI | 2018 STEMI院前溶栓治疗中国专家共识.pdf#p3#EVD-9A1C41BB38E3029E07C5-AMI,"的重要问题是STEMI 患者接受及时再灌注治疗率 表1 STEMI 早期诊断与早期处理 诊断方法 操作低 [1,2]。院前溶栓治疗是及时再灌注治疗的重要组 心电图监测首次医疗接触后尽快记录12 导联心电图检查并判 成部分 [3-5]。然而，目前国内存在院前急救人员缺 读，最迟不超过10 分钟对所有疑诊STEMI 患者尽 快用心电除颤监护仪进行监测 乏相关培训，对急性STEMI 患者的早期诊断、风 高度怀疑后壁心肌梗死（回旋支闭塞）的患者应考 险分层及溶栓治疗方案缺乏认识，亟待制订一部科 虑加做后壁导联（V7 ～V9",补齐缺失字段；临床专家审核后填写 approve/reject/revise；未审核不得进入正式 CDSS。,,,,,,,,,,,,,,
BATCH-CARD-CAD-20260623-001,REL-AFFE20E5D96AA6A3349E,DIS-CARD-CAD-AMI,急性心肌梗死,has_treatment_plan,PLAN-CARD-42FD049DCDB5,抗血小板治疗,TreatmentPlan,applicable_population;clinical_review_status;clinical_rule_or_clinical_pathway;exclusion_or_contraindication;recommendation_class_and_evidence_level,pending_clinical_review,CCS CN 2024.pdf#p6#EVD-BD9F8271BA214338522C-AMI | CCS CN 2024.pdf#p7#EVD-BD9F8271BA214338522C-AMI | CCS CN 2024.pdf#p7#EVD-BD9F8271BA214338522C-AMI,提示在不增加缺血的前提下，尽量 手术的患者中，吲哚布芬联合氯吡格雷较阿司匹林 疗程改成单一抗血小板药物治疗，能够 缩短DAPT 减轻消化道损伤。联合氯吡格雷显著降低27%的心血管疾病死亡、非 研究显示对于合并出血和缺血双致死性心肌梗死、缺血性卒中等风险（P=0.015）［34］。 OPT⁃BIRISK 治一项纳入19 项RCT 的荟萃分析显示［35］，吲哚布芬 高危的ACS 行PCI 患者，9~12 个月的常规DAPT 与阿司匹林心血管疾病死亡、全因死亡、心肌梗死 疗后，氯吡格雷单药相较于继续氯吡格雷联合阿司 发生,补齐缺失字段；临床专家审核后填写 approve/reject/revise；未审核不得进入正式 CDSS。,,,,,,,,,,,,,,
BATCH-CARD-CAD-20260623-001,REL-C807BF859C81F14CCEAA,DIS-CARD-CAD-AMI,急性心肌梗死,has_treatment_plan,PLAN-CARD-83DC54FD93C2,急性心肌梗死治疗方案,TreatmentPlan,applicable_population;clinical_review_status;clinical_rule_or_clinical_pathway;exclusion_or_contraindication;recommendation_class_and_evidence_level,pending_clinical_review,2018 STEMI院前溶栓治疗中国专家共识.pdf#p1#EVD-4EA01F5357962BF598E1-AMI | 2018 STEMI院前溶栓治疗中国专家共识.pdf#p1#EVD-4EA01F5357962BF598E1-AMI | 2018 STEMI院前溶栓治疗中国专家共识.pdf#p2#EVD-4EA01F5357962BF598E1-AMI,段抬高型急性心肌梗死院前溶栓治疗中国专家ST 共识,补齐缺失字段；临床专家审核后填写 approve/reject/revise；未审核不得进入正式 CDSS。,,,,,,,,,,,,,,
BATCH-CARD-CAD-20260623-001,REL-EE99F7C91997B97E6A24,DIS-CARD-CAD-CCS,慢性冠脉综合征,has_treatment_plan,PLAN-CARD-3972CBC8228B,再灌注治疗,TreatmentPlan,applicable_population;clinical_review_status;clinical_rule_or_clinical_pathway;exclusion_or_contraindication;recommendation_class_and_evidence_level,pending_clinical_review,CCS CN 2024.pdf#p2#EVD-E5C705B040C0025C6E85-CCS | CCS CN 2024.pdf#p4#EVD-E5C705B040C0025C6E85-CCS | CCS CN 2024.pdf#p12#EVD-E5C705B040C0025C6E85-CCS,再进行辅助 ACS；通过验前概率评估CCS 有多项随机对照研究或荟萃分析的数据 概率的高低决定检查项目，如概率 A 检查，根据CCS 有单项随机对照研究或多项大型非随机研究的数据 较高，应接受心肌缺血检查（影像学检查）；如概率 B 专家共识意见，和（或）小型研究，回顾性分析及登记 C 研究 较低，基本排除CCS，应积极进行其他检查或考虑 危险因素控制；确认冠脉狭窄后，明确患者的事件 风险。根据以上检查和评估结果制定治疗方案，包 CCS的定义 括血运重建和药物治疗。无论CCS类别如何，初始 指冠脉粥样硬化斑块破裂或侵,补齐缺失字段；临床专家审核后填写 approve/reject/revise；未审核不得进入正式 CDSS。,,,,,,,,,,,,,,
BATCH-CARD-CAD-20260623-001,REL-948058ED37843BF05954,DIS-CARD-CAD-CCS,慢性冠脉综合征,has_treatment_plan,PLAN-CARD-42FD049DCDB5,抗血小板治疗,TreatmentPlan,applicable_population;clinical_review_status;clinical_rule_or_clinical_pathway;exclusion_or_contraindication;recommendation_class_and_evidence_level,pending_clinical_review,CCS CN 2024.pdf#p5#EVD-2597FF9258EBD156B602-CCS | CCS CN 2024.pdf#p6#EVD-2597FF9258EBD156B602-CCS | CCS CN 2024.pdf#p7#EVD-2597FF9258EBD156B602-CCS,可考虑应用环氧化 受体 酶⁃1（cyclooxygenase⁃1，COX⁃1）抑制剂、P2Y12 一、药物治疗 抑制剂长期治疗，PCI 患者双联抗血小板治疗（dual 患者药物治疗的目标在于缓解症状、提高 CCS antiplatelet therapy，DAPT）的时长需综合考虑其总 表8 慢性冠脉综合征患者无创检查方式的风险定义,补齐缺失字段；临床专家审核后填写 approve/reject/revise；未审核不得进入正式 CDSS。,,,,,,,,,,,,,,
BATCH-CARD-CAD-20260623-001,REL-620980680D668D215A27,DIS-CARD-CAD-CCS,慢性冠脉综合征,has_treatment_plan,PLAN-CARD-89D4C114E515,慢性冠脉综合征治疗方案,TreatmentPlan,applicable_population;clinical_review_status;clinical_rule_or_clinical_pathway;exclusion_or_contraindication;recommendation_class_and_evidence_level,pending_clinical_review,CCS CN 2024.pdf#p1#EVD-C8E4438AD81BA7469284-CCS | CCS CN 2024.pdf#p1#EVD-C8E4438AD81BA7469284-CCS | CCS CN 2024.pdf#p2#EVD-C8E4438AD81BA7469284-CCS,【摘要】 心血管疾病是中国城乡居民死亡的首要原因。慢性冠脉综合征（CCS）是心血管疾病的 一种类型，它涵盖了一系列由于冠状动脉血流减少引起的症状和体征。近几年世界范围内抗血小板 和血脂等领域的研究取得了突破性进展，其中不乏中国人群的大型研究。中国已步入中度老龄社会， 指南的制定刻不容缓。该指南由中华医学会心血管病学分会动脉疾病负担日趋严重，因此我国CCS 粥样硬化与冠心病学组和中华心血管病杂志编辑委员会牵头，联合介入学组、腔内影像功能学组、心 血管病影像学组和基础学组共同制定，是我国首部针对CCS患者诊断及管理的指,补齐缺失字段；临床专家审核后填写 approve/reject/revise；未审核不得进入正式 CDSS。,,,,,,,,,,,,,,
BATCH-CARD-CAD-20260623-001,REL-BDA530FB9177BEB7057C,DIS-CARD-CAD-ICM,缺血性心肌病,has_treatment_plan,PLAN-CARD-260280003FF2,缺血性心肌病治疗方案,TreatmentPlan,applicable_population;clinical_review_status;clinical_rule_or_clinical_pathway;exclusion_or_contraindication;recommendation_class_and_evidence_level,pending_clinical_review,存活心肌无创影像学评价专家共识.pdf#p1#EVD-3644488254F36C82FB77-ICM | 存活心肌无创影像学评价专家共识.pdf#p8#EVD-3644488254F36C82FB77-ICM | 稳定性冠心病诊断与治疗指南 2018.pdf#p1#EVD-3644488254F36C82FB77-ICM,【摘要】 临床上，存活心肌是指室壁运动异常但具有改善潜力的心肌，通常包括顿抑心肌和冬眠 心肌。既往的回顾性研究表明，有存活心肌的缺血性心肌病患者在药物和血运重建治疗之后，可以有 心功能的改善和生存获益。因此，存活心肌评价是缺血性心肌病患者治疗决策的重要参考因素。但 近年来部分前瞻性研究未能证明评价心肌活力有助于选择能够获益于血运重建的患者，引起了业界 对存活心肌评价的关注。鉴于此，中华医学会心血管病学分会及中华心血管病杂志编辑委员会组织 国内本领域的影像及临床专家撰写了该共识，旨在阐明存活心肌评价的无创影像学技术现,补齐缺失字段；临床专家审核后填写 approve/reject/revise；未审核不得进入正式 CDSS。,,,,,,,,,,,,,,
BATCH-CARD-CAD-20260623-001,REL-4BB4ADE8C518574D8E5A,DIS-CARD-CAD-ICM,缺血性心肌病,has_treatment_plan,PLAN-CARD-3972CBC8228B,再灌注治疗,TreatmentPlan,applicable_population;clinical_review_status;clinical_rule_or_clinical_pathway;exclusion_or_contraindication;recommendation_class_and_evidence_level,pending_clinical_review,存活心肌无创影像学评价专家共识.pdf#p1#EVD-3644488254F36C82FB77-ICM | 存活心肌无创影像学评价专家共识.pdf#p8#EVD-3644488254F36C82FB77-ICM | 缺血性心肌病血运重建专家共识.pdf#p7#EVD-3644488254F36C82FB77-ICM,【摘要】 临床上，存活心肌是指室壁运动异常但具有改善潜力的心肌，通常包括顿抑心肌和冬眠 心肌。既往的回顾性研究表明，有存活心肌的缺血性心肌病患者在药物和血运重建治疗之后，可以有 心功能的改善和生存获益。因此，存活心肌评价是缺血性心肌病患者治疗决策的重要参考因素。但 近年来部分前瞻性研究未能证明评价心肌活力有助于选择能够获益于血运重建的患者，引起了业界 对存活心肌评价的关注。鉴于此，中华医学会心血管病学分会及中华心血管病杂志编辑委员会组织 国内本领域的影像及临床专家撰写了该共识，旨在阐明存活心肌评价的无创影像学技术现,补齐缺失字段；临床专家审核后填写 approve/reject/revise；未审核不得进入正式 CDSS。,,,,,,,,,,,,,,
BATCH-CARD-CAD-20260623-001,REL-F8F05EF78AB6B4197EFE,DIS-CARD-CAD-NSTEMI,非ST段抬高型心肌梗死,has_treatment_plan,PLAN-CARD-2CEC4722F549,非ST段抬高型心肌梗死治疗方案,TreatmentPlan,applicable_population;clinical_review_status;clinical_rule_or_clinical_pathway;exclusion_or_contraindication,pending_clinical_review,NSTE-ACS CN 2024.pdf#p3#EVD-1982054177229C086FC7-NSTEMI | NSTE-ACS CN 2024.pdf#p4#EVD-1982054177229C086FC7-NSTEMI | 心肌梗死心电图诊断标准和报告规范中国专家共识.pdf#p2#EVD-1982054177229C086FC7-NSTEMI,伴有左束支传导阻滞的高度疑似患者应按ST 高型心肌梗死处理［5］。对于右束支传导阻滞的患 对无反复胸痛、心电图和cTn/hs‑cTn 水平正 段压低提示 常但疑似ACS 的患者，建议在决定予以有创治疗者，Ⅰ、aVL、V5~V6 导联ST 明显增高且有典型临床表现的 前进行无创负荷检查以诱导缺血发作（Ⅰ，B）；NSTE‑ACS［6］。cTn 对于hs‑cTn 不高或不确定、心电图无改变且NSTEMI患者，心电图仍有可能表现为正常，其原因 可能包括：检查时间过早，心电图尚未出现缺血损 无疼痛复发的疑似ACS 患者，应考,补齐缺失字段；临床专家审核后填写 approve/reject/revise；未审核不得进入正式 CDSS。,,,,,,,,,,,,,,
